typeID,masteryID
589,249
589,250
589,251
589,252
589,253
589,254
589,255
589,256
589,257
589,258
589,259
589,260
589,261
589,262
589,263
589,264
589,265
589,266
589,267
589,268
589,269
590,270
590,271
590,272
590,273
590,274
590,275
590,276
590,277
590,278
590,279
590,280
590,281
590,282
590,283
590,284
590,285
590,286
590,287
590,288
590,289
590,290
590,291
590,292
590,293
590,294
590,295
591,296
591,297
591,298
591,299
591,300
591,301
591,302
591,303
591,304
591,305
591,306
591,307
591,308
591,309
591,310
591,311
591,312
591,313
591,314
591,315
591,316
591,317
591,318
591,319
591,320
591,321
591,322
591,323
591,324
591,325
591,326
591,327
591,328
591,329
591,330
591,331
592,332
592,333
592,334
592,335
592,336
592,337
592,338
592,339
592,340
592,341
592,342
592,343
592,344
592,345
592,346
592,347
592,348
592,349
592,350
592,351
592,352
592,353
592,354
592,355
592,356
592,357
593,358
593,359
593,360
593,361
593,362
593,363
593,364
593,365
593,366
593,367
593,368
593,369
593,370
593,371
593,372
593,373
593,374
593,375
593,376
593,377
593,378
593,379
593,380
593,381
593,382
593,383
593,384
593,385
593,386
593,387
593,388
593,389
593,390
593,391
593,392
593,393
593,394
593,395
593,396
593,397
593,398
594,399
594,400
594,401
594,402
594,403
594,404
594,405
594,406
594,407
594,408
594,409
594,410
594,411
594,412
594,413
594,414
594,415
594,416
594,417
594,418
594,419
594,420
594,421
594,422
594,423
594,424
594,425
594,426
594,427
594,428
594,429
594,430
594,431
594,432
594,433
594,434
596,435
596,436
596,437
596,438
596,439
596,440
596,441
596,442
596,443
596,444
596,445
596,446
596,447
596,448
596,449
596,450
596,451
596,452
596,453
596,454
596,455
596,456
596,457
596,458
596,459
596,460
596,461
596,462
596,463
596,464
596,465
596,466
596,467
596,468
596,469
596,470
596,471
596,472
596,473
596,474
596,475
597,476
597,477
597,478
597,479
597,480
597,481
597,482
597,483
597,484
597,485
597,486
597,487
597,488
597,489
597,490
597,491
597,492
597,493
597,494
597,495
597,496
597,497
597,498
597,499
597,500
597,501
597,502
597,503
597,504
597,505
597,506
597,507
597,508
597,509
597,510
597,511
598,512
598,513
598,514
598,515
598,516
598,517
598,518
598,519
598,520
598,521
598,522
598,523
598,524
598,525
598,526
598,527
598,528
598,529
598,530
598,531
598,532
598,533
598,534
598,535
598,536
598,537
598,538
598,539
598,540
598,541
598,542
598,543
598,544
598,545
598,546
598,547
599,548
599,549
599,550
599,551
599,552
599,553
599,554
599,555
599,556
599,557
599,558
599,559
599,560
599,561
599,562
599,563
599,564
599,565
599,566
599,567
599,568
599,569
599,570
599,571
599,572
599,573
601,574
601,575
601,576
601,577
601,578
601,579
601,580
601,581
601,582
601,583
601,584
601,585
601,586
601,587
601,588
601,589
601,590
601,591
601,592
601,593
601,594
601,595
601,596
601,597
601,598
601,599
601,600
601,601
601,602
601,603
601,604
601,605
601,606
601,607
601,608
601,609
601,610
601,611
601,612
601,613
601,614
601,615
601,616
601,617
601,618
601,619
602,620
602,621
602,622
602,623
602,624
602,625
602,626
602,627
602,628
602,629
602,630
602,631
602,632
602,633
602,634
602,635
602,636
602,637
602,638
602,639
602,640
602,641
602,642
602,643
602,644
602,645
602,646
602,647
602,648
602,649
602,650
602,651
602,652
602,653
602,654
602,655
603,656
603,657
603,658
603,659
603,660
603,661
603,662
603,663
603,664
603,665
603,666
603,667
603,668
603,669
603,670
603,671
603,672
603,673
603,674
603,675
603,676
603,677
603,678
603,679
603,680
603,681
603,682
603,683
603,684
603,685
603,686
603,687
603,688
603,689
603,690
603,691
605,692
605,693
605,694
605,695
605,696
605,697
605,698
605,699
605,700
605,701
605,702
605,703
605,704
605,705
605,706
605,707
605,708
605,709
605,710
605,711
605,712
605,713
605,714
605,715
605,716
605,717
605,718
605,719
605,720
605,721
605,722
605,723
606,724
606,725
606,726
606,727
606,728
606,729
606,730
606,731
606,732
606,733
606,734
606,735
606,736
606,737
606,738
606,739
606,740
606,741
606,742
606,743
606,744
606,745
606,746
606,747
606,748
606,749
606,750
606,751
606,752
606,753
606,754
606,755
606,756
606,757
606,758
606,759
606,760
606,761
606,762
606,763
606,764
607,765
607,766
607,767
607,768
607,769
607,770
607,771
607,772
607,773
607,774
607,775
607,776
607,777
607,778
607,779
607,780
607,781
607,782
607,783
607,784
607,785
607,786
607,787
607,788
607,789
607,790
607,791
607,792
607,793
607,794
607,795
607,796
608,797
608,798
608,799
608,800
608,801
608,802
608,803
608,804
608,805
608,806
608,807
608,808
608,809
608,810
608,811
608,812
608,813
608,814
608,815
608,816
608,817
608,818
608,819
608,820
608,821
608,822
608,823
608,824
608,825
608,826
608,827
608,828
608,829
608,830
608,831
608,832
609,833
609,834
609,835
609,836
609,837
609,838
609,839
609,840
609,841
609,842
609,843
609,844
609,845
609,846
609,847
609,848
609,849
609,850
609,851
609,852
609,853
609,854
609,855
609,856
609,857
609,858
615,859
615,860
615,861
615,862
615,863
615,864
615,865
615,866
615,867
615,868
615,869
615,870
615,871
615,872
615,873
615,874
615,875
615,876
615,877
615,878
615,879
615,880
615,881
615,882
615,883
615,884
615,885
615,886
615,887
615,888
615,889
615,890
615,891
615,892
615,893
615,894
617,895
617,896
617,897
617,898
617,899
617,900
617,901
617,902
617,903
617,904
617,905
617,906
617,907
617,908
617,909
617,910
617,911
617,912
617,913
617,914
617,915
617,916
617,917
617,918
617,919
617,920
617,921
617,922
617,923
617,924
617,925
617,926
617,927
617,928
617,929
617,930
620,931
620,932
620,933
620,934
620,935
620,936
620,937
620,938
620,939
620,940
620,941
620,942
620,943
620,944
620,945
620,946
620,947
620,948
620,949
620,950
620,951
620,952
620,953
620,954
620,955
620,956
620,957
620,958
620,959
620,960
620,961
620,962
620,963
620,964
620,965
620,966
621,967
621,968
621,969
621,970
621,971
621,972
621,973
621,974
621,975
621,976
621,977
621,978
621,979
621,980
621,981
621,982
621,983
621,984
621,985
621,986
621,987
621,988
621,989
621,990
621,991
621,992
621,993
621,994
621,995
621,996
621,997
621,998
621,999
621,1000
621,1001
621,1002
622,1003
622,1004
622,1005
622,1006
622,1007
622,1008
622,1009
622,1010
622,1011
622,1012
622,1013
622,1014
622,1015
622,1016
622,1017
622,1018
622,1019
622,1020
622,1021
622,1022
622,1023
622,1024
622,1025
622,1026
622,1027
622,1028
622,1029
622,1030
622,1031
622,1032
622,1033
622,1034
622,1035
622,1036
622,1037
622,1038
623,1039
623,1040
623,1041
623,1042
623,1043
623,1044
623,1045
623,1046
623,1047
623,1048
623,1049
623,1050
623,1051
623,1052
623,1053
623,1054
623,1055
623,1056
623,1057
623,1058
623,1059
623,1060
623,1061
623,1062
623,1063
623,1064
623,1065
623,1066
623,1067
623,1068
623,1069
623,1070
623,1071
623,1072
623,1073
623,1074
624,1075
624,1076
624,1077
624,1078
624,1079
624,1080
624,1081
624,1082
624,1083
624,1084
624,1085
624,1086
624,1087
624,1088
624,1089
624,1090
624,1091
624,1092
624,1093
624,1094
624,1095
624,1096
624,1097
624,1098
624,1099
624,1100
624,1101
624,1102
624,1103
624,1104
624,1105
624,1106
624,1107
624,1108
624,1109
624,1110
625,1111
625,1112
625,1113
625,1114
625,1115
625,1116
625,1117
625,1118
625,1119
625,1120
625,1121
625,1122
625,1123
625,1124
625,1125
625,1126
625,1127
625,1128
625,1129
625,1130
625,1131
625,1132
625,1133
625,1134
625,1135
625,1136
625,1137
625,1138
625,1139
625,1140
625,1141
625,1142
625,1143
625,1144
625,1145
625,1146
626,1147
626,1148
626,1149
626,1150
626,1151
626,1152
626,1153
626,1154
626,1155
626,1156
626,1157
626,1158
626,1159
626,1160
626,1161
626,1162
626,1163
626,1164
626,1165
626,1166
626,1167
626,1168
626,1169
626,1170
626,1171
626,1172
626,1173
626,1174
626,1175
626,1176
626,1177
626,1178
626,1179
626,1180
626,1181
626,1182
626,1183
626,1184
626,1185
626,1186
626,1187
627,1188
627,1189
627,1190
627,1191
627,1192
627,1193
627,1194
627,1195
627,1196
627,1197
627,1198
627,1199
627,1200
627,1201
627,1202
627,1203
627,1204
627,1205
627,1206
627,1207
627,1208
627,1209
627,1210
627,1211
627,1212
627,1213
627,1214
627,1215
627,1216
627,1217
627,1218
627,1219
627,1220
627,1221
627,1222
627,1223
627,1224
627,1225
627,1226
627,1227
627,1228
628,1229
628,1230
628,1231
628,1232
628,1233
628,1234
628,1235
628,1236
628,1237
628,1238
628,1239
628,1240
628,1241
628,1242
628,1243
628,1244
628,1245
628,1246
628,1247
628,1248
628,1249
628,1250
628,1251
628,1252
628,1253
628,1254
628,1255
628,1256
628,1257
628,1258
628,1259
629,1260
629,1261
629,1262
629,1263
629,1264
629,1265
629,1266
629,1267
629,1268
629,1269
629,1270
629,1271
629,1272
629,1273
629,1274
629,1275
629,1276
629,1277
629,1278
629,1279
629,1280
629,1281
629,1282
629,1283
629,1284
629,1285
629,1286
629,1287
629,1288
629,1289
629,1290
629,1291
629,1292
629,1293
629,1294
629,1295
629,1296
629,1297
629,1298
629,1299
629,1300
630,1301
630,1302
630,1303
630,1304
630,1305
630,1306
630,1307
630,1308
630,1309
630,1310
630,1311
630,1312
630,1313
630,1314
630,1315
630,1316
630,1317
630,1318
630,1319
630,1320
630,1321
630,1322
630,1323
630,1324
630,1325
630,1326
630,1327
630,1328
630,1329
630,1330
630,1331
630,1332
630,1333
630,1334
630,1335
630,1336
630,1337
630,1338
630,1339
630,1340
630,1341
631,1342
631,1343
631,1344
631,1345
631,1346
631,1347
631,1348
631,1349
631,1350
631,1351
631,1352
631,1353
631,1354
631,1355
631,1356
631,1357
631,1358
631,1359
631,1360
631,1361
631,1362
631,1363
631,1364
631,1365
631,1366
631,1367
631,1368
631,1369
631,1370
631,1371
631,1372
632,1373
632,1374
632,1375
632,1376
632,1377
632,1378
632,1379
632,1380
632,1381
632,1382
632,1383
632,1384
632,1385
632,1386
632,1387
632,1388
632,1389
632,1390
632,1391
632,1392
632,1393
632,1394
632,1395
632,1396
632,1397
632,1398
633,1399
633,1400
633,1401
633,1402
633,1403
633,1404
633,1405
633,1406
633,1407
633,1408
633,1409
633,1410
633,1411
633,1412
633,1413
633,1414
633,1415
633,1416
633,1417
633,1418
633,1419
633,1420
633,1421
633,1422
633,1423
633,1424
633,1425
633,1426
633,1427
633,1428
633,1429
634,1430
634,1431
634,1432
634,1433
634,1434
634,1435
634,1436
634,1437
634,1438
634,1439
634,1440
634,1441
634,1442
634,1443
634,1444
634,1445
634,1446
634,1447
634,1448
634,1449
634,1450
634,1451
634,1452
634,1453
634,1454
634,1455
634,1456
634,1457
634,1458
634,1459
634,1460
638,1461
638,1462
638,1463
638,1464
638,1465
638,1466
638,1467
638,1468
638,1469
638,1470
638,1471
638,1472
638,1473
638,1474
638,1475
638,1476
638,1477
638,1478
638,1479
638,1480
638,1481
638,1482
638,1483
638,1484
638,1485
638,1486
638,1487
638,1488
638,1489
638,1490
638,1491
638,1492
638,1493
638,1494
638,1495
638,1496
638,1497
638,1498
638,1499
638,1500
638,1501
639,1502
639,1503
639,1504
639,1505
639,1506
639,1507
639,1508
639,1509
639,1510
639,1511
639,1512
639,1513
639,1514
639,1515
639,1516
639,1517
639,1518
639,1519
639,1520
639,1521
639,1522
639,1523
639,1524
639,1525
639,1526
639,1527
639,1528
639,1529
639,1530
639,1531
639,1532
639,1533
639,1534
639,1535
639,1536
639,1537
639,1538
639,1539
639,1540
639,1541
639,1542
640,1543
640,1544
640,1545
640,1546
640,1547
640,1548
640,1549
640,1550
640,1551
640,1552
640,1553
640,1554
640,1555
640,1556
640,1557
640,1558
640,1559
640,1560
640,1561
640,1562
640,1563
640,1564
640,1565
640,1566
640,1567
640,1568
640,1569
640,1570
640,1571
640,1572
640,1573
641,1574
641,1575
641,1576
641,1577
641,1578
641,1579
641,1580
641,1581
641,1582
641,1583
641,1584
641,1585
641,1586
641,1587
641,1588
641,1589
641,1590
641,1591
641,1592
641,1593
641,1594
641,1595
641,1596
641,1597
641,1598
641,1599
641,1600
641,1601
641,1602
641,1603
641,1604
641,1605
641,1606
641,1607
641,1608
641,1609
641,1610
641,1611
641,1612
641,1613
641,1614
642,1615
642,1616
642,1617
642,1618
642,1619
642,1620
642,1621
642,1622
642,1623
642,1624
642,1625
642,1626
642,1627
642,1628
642,1629
642,1630
642,1631
642,1632
642,1633
642,1634
642,1635
642,1636
642,1637
642,1638
642,1639
642,1640
642,1641
642,1642
642,1643
642,1644
642,1645
642,1646
642,1647
642,1648
642,1649
642,1650
642,1651
642,1652
642,1653
642,1654
642,1655
643,1656
643,1657
643,1658
643,1659
643,1660
643,1661
643,1662
643,1663
643,1664
643,1665
643,1666
643,1667
643,1668
643,1669
643,1670
643,1671
643,1672
643,1673
643,1674
643,1675
643,1676
643,1677
643,1678
643,1679
643,1680
643,1681
643,1682
643,1683
643,1684
643,1685
643,1686
643,1687
643,1688
643,1689
643,1690
643,1691
644,1692
644,1693
644,1694
644,1695
644,1696
644,1697
644,1698
644,1699
644,1700
644,1701
644,1702
644,1703
644,1704
644,1705
644,1706
644,1707
644,1708
644,1709
644,1710
644,1711
644,1712
644,1713
644,1714
644,1715
644,1716
644,1717
644,1718
644,1719
644,1720
644,1721
644,1722
644,1723
644,1724
644,1725
644,1726
644,1727
644,1728
644,1729
644,1730
644,1731
644,1732
645,1733
645,1734
645,1735
645,1736
645,1737
645,1738
645,1739
645,1740
645,1741
645,1742
645,1743
645,1744
645,1745
645,1746
645,1747
645,1748
645,1749
645,1750
645,1751
645,1752
645,1753
645,1754
645,1755
645,1756
645,1757
645,1758
645,1759
645,1760
645,1761
645,1762
645,1763
648,1764
648,1765
648,1766
648,1767
648,1768
648,1769
648,1770
648,1771
648,1772
648,1773
648,1774
648,1775
648,1776
648,1777
648,1778
648,1779
648,1780
648,1781
648,1782
648,1783
649,1784
649,1785
649,1786
649,1787
649,1788
649,1789
649,1790
649,1791
649,1792
649,1793
649,1794
649,1795
649,1796
649,1797
649,1798
649,1799
649,1800
649,1801
649,1802
649,1803
650,1804
650,1805
650,1806
650,1807
650,1808
650,1809
650,1810
650,1811
650,1812
650,1813
650,1814
650,1815
650,1816
650,1817
650,1818
650,1819
650,1820
650,1821
650,1822
650,1823
651,1824
651,1825
651,1826
651,1827
651,1828
651,1829
651,1830
651,1831
651,1832
651,1833
651,1834
651,1835
651,1836
651,1837
651,1838
651,1839
651,1840
651,1841
651,1842
651,1843
652,1844
652,1845
652,1846
652,1847
652,1848
652,1849
652,1850
652,1851
652,1852
652,1853
652,1854
652,1855
652,1856
652,1857
652,1858
652,1859
652,1860
652,1861
652,1862
652,1863
653,1864
653,1865
653,1866
653,1867
653,1868
653,1869
653,1870
653,1871
653,1872
653,1873
653,1874
653,1875
653,1876
653,1877
653,1878
653,1879
653,1880
653,1881
653,1882
653,1883
654,1884
654,1885
654,1886
654,1887
654,1888
654,1889
654,1890
654,1891
654,1892
654,1893
654,1894
654,1895
654,1896
654,1897
654,1898
654,1899
654,1900
654,1901
654,1902
654,1903
655,1904
655,1905
655,1906
655,1907
655,1908
655,1909
655,1910
655,1911
655,1912
655,1913
655,1914
655,1915
655,1916
655,1917
655,1918
655,1919
655,1920
655,1921
655,1922
655,1923
656,1924
656,1925
656,1926
656,1927
656,1928
656,1929
656,1930
656,1931
656,1932
656,1933
656,1934
656,1935
656,1936
656,1937
656,1938
656,1939
656,1940
656,1941
656,1942
656,1943
657,1944
657,1945
657,1946
657,1947
657,1948
657,1949
657,1950
657,1951
657,1952
657,1953
657,1954
657,1955
657,1956
657,1957
657,1958
657,1959
657,1960
657,1961
657,1962
657,1963
671,1964
671,1965
671,1966
671,1967
671,1968
671,1969
671,1970
671,1971
671,1972
671,1973
671,1974
671,1975
671,1976
671,1977
671,1978
671,1979
671,1980
671,1981
671,1982
671,1983
671,1984
671,1985
671,1986
671,1987
671,1988
671,1989
671,1990
671,1991
671,1992
671,1993
671,1994
671,1995
671,1996
671,1997
671,1998
671,1999
671,2000
671,2001
671,2002
671,2003
672,2004
672,2005
672,2006
672,2007
672,2008
672,2009
672,2010
672,2011
672,2012
672,2013
672,2014
672,2015
672,2016
672,2017
672,2018
1944,2019
1944,2020
1944,2021
1944,2022
1944,2023
1944,2024
1944,2025
1944,2026
1944,2027
1944,2028
1944,2029
1944,2030
1944,2031
1944,2032
1944,2033
1944,2034
1944,2035
1944,2036
1944,2037
1944,2038
2006,2039
2006,2040
2006,2041
2006,2042
2006,2043
2006,2044
2006,2045
2006,2046
2006,2047
2006,2048
2006,2049
2006,2050
2006,2051
2006,2052
2006,2053
2006,2054
2006,2055
2006,2056
2006,2057
2006,2058
2006,2059
2006,2060
2006,2061
2006,2062
2006,2063
2006,2064
2006,2065
2006,2066
2006,2067
2006,2068
2006,2069
2006,2070
2006,2071
2006,2072
2006,2073
2006,2074
2006,2075
2006,2076
2006,2077
2006,2078
2006,2079
2078,2080
2078,2081
2078,2082
2078,2083
2078,2084
2078,2085
2078,2086
2078,2087
2078,2088
2078,2089
2078,2090
2078,2091
2078,2092
2078,2093
2078,2094
2078,2095
2078,2096
2078,2097
2078,2098
2078,2099
2161,2100
2161,2101
2161,2102
2161,2103
2161,2104
2161,2105
2161,2106
2161,2107
2161,2108
2161,2109
2161,2110
2161,2111
2161,2112
2161,2113
2161,2114
2161,2115
2161,2116
2161,2117
2161,2118
2161,2119
2161,2120
2161,2121
2161,2122
2161,2123
2161,2124
2161,2125
2834,2126
2834,2127
2834,2128
2834,2129
2834,2130
2834,2131
2834,2132
2834,2133
2834,2134
2834,2135
2834,2136
2834,2137
2834,2138
2834,2139
2834,2140
2834,2141
2834,2142
2834,2143
2834,2144
2834,2145
2834,2146
2834,2147
2834,2148
2834,2149
2834,2150
2834,2151
2834,2152
2834,2153
2834,2154
2834,2155
2834,2156
2834,2157
2834,2158
2834,2159
2834,2160
2834,2161
2834,2162
2834,2163
2834,2164
2834,2165
2834,2166
2836,2167
2836,2168
2836,2169
2836,2170
2836,2171
2836,2172
2836,2173
2836,2174
2836,2175
2836,2176
2836,2177
2836,2178
2836,2179
2836,2180
2836,2181
2836,2182
2836,2183
2836,2184
2836,2185
2836,2186
2836,2187
2836,2188
2836,2189
2836,2190
2836,2191
2836,2192
2836,2193
2836,2194
2836,2195
2836,2196
2836,2197
2836,2198
2836,2199
2836,2200
2836,2201
2836,2202
2836,2203
2836,2204
2836,2205
2836,2206
2836,2207
2863,2208
2863,2209
2863,2210
2863,2211
2863,2212
2863,2213
2863,2214
2863,2215
2863,2216
2863,2217
2863,2218
2863,2219
2863,2220
2863,2221
2863,2222
2863,2223
2998,2224
2998,2225
2998,2226
2998,2227
2998,2228
2998,2229
2998,2230
2998,2231
2998,2232
2998,2233
2998,2234
2998,2235
2998,2236
2998,2237
2998,2238
2998,2239
2998,2240
2998,2241
2998,2242
2998,2243
2998,2244
2998,2245
2998,2246
2998,2247
2998,2248
2998,2249
2998,2250
2998,2251
2998,2252
2998,2253
2998,2254
3514,2255
3514,2256
3514,2257
3514,2258
3514,2259
3514,2260
3514,2261
3514,2262
3514,2263
3514,2264
3514,2265
3514,2266
3514,2267
3514,2268
3514,2269
3514,2270
3514,2271
3514,2272
3514,2273
3514,2274
3514,2275
3514,2276
3514,2277
3514,2278
3514,2279
3514,2280
3514,2281
3514,2282
3514,2283
3514,2284
3514,2285
3514,2286
3514,2287
3514,2288
3514,2289
3516,2290
3516,2291
3516,2292
3516,2293
3516,2294
3516,2295
3516,2296
3516,2297
3516,2298
3516,2299
3516,2300
3516,2301
3516,2302
3516,2303
3516,2304
3516,2305
3516,2306
3516,2307
3516,2308
3516,2309
3516,2310
3516,2311
3516,2312
3516,2313
3516,2314
3516,2315
3516,2316
3516,2317
3516,2318
3516,2319
3516,2320
3516,2321
3516,2322
3516,2323
3516,2324
3516,2325
3516,2326
3516,2327
3516,2328
3516,2329
3516,2330
3516,2331
3516,2332
3516,2333
3516,2334
3516,2335
3518,2336
3518,2337
3518,2338
3518,2339
3518,2340
3518,2341
3518,2342
3518,2343
3518,2344
3518,2345
3518,2346
3518,2347
3518,2348
3518,2349
3518,2350
3518,2351
3518,2352
3518,2353
3518,2354
3518,2355
3518,2356
3518,2357
3518,2358
3518,2359
3518,2360
3518,2361
3518,2362
3518,2363
3518,2364
3518,2365
3518,2366
3518,2367
3518,2368
3518,2369
3518,2370
3518,2371
3518,2372
3518,2373
3518,2374
3518,2375
3518,2376
3518,2377
3518,2378
3518,2379
3518,2380
3518,2381
3518,2382
3518,2383
3518,2384
3518,2385
3532,2386
3532,2387
3532,2388
3532,2389
3532,2390
3532,2391
3532,2392
3532,2393
3532,2394
3532,2395
3532,2396
3532,2397
3532,2398
3532,2399
3532,2400
3532,2401
3532,2402
3532,2403
3532,2404
3532,2405
3756,2406
3756,2407
3756,2408
3756,2409
3756,2410
3756,2411
3756,2412
3756,2413
3756,2414
3756,2415
3756,2416
3756,2417
3756,2418
3756,2419
3756,2420
3756,2421
3756,2422
3756,2423
3756,2424
3756,2425
3756,2426
3756,2427
3756,2428
3756,2429
3756,2430
3756,2431
3756,2432
3756,2433
3756,2434
3756,2435
3756,2436
3756,2437
3756,2438
3756,2439
3756,2440
3756,2441
3756,2442
3756,2443
3756,2444
3756,2445
3756,2446
3756,2447
3756,2448
3756,2449
3756,2450
3756,2451
3756,2452
3756,2453
3756,2454
3756,2455
3756,2456
3756,2457
3756,2458
3756,2459
3756,2460
3756,2461
3756,2462
3756,2463
3756,2464
3756,2465
3756,2466
3756,2467
3756,2468
3756,2469
3756,2470
3756,2471
3756,2472
3756,2473
3756,2474
3764,2475
3764,2476
3764,2477
3764,2478
3764,2479
3764,2480
3764,2481
3764,2482
3764,2483
3764,2484
3764,2485
3764,2486
3764,2487
3764,2488
3764,2489
3764,2490
3764,2491
3764,2492
3764,2493
3764,2494
3764,2495
3764,2496
3764,2497
3764,2498
3764,2499
3764,2500
3764,2501
3764,2502
3764,2503
3764,2504
3764,2505
3764,2506
3764,2507
3764,2508
3764,2509
3764,2510
3764,2511
3764,2512
3764,2513
3764,2514
3766,2515
3766,2516
3766,2517
3766,2518
3766,2519
3766,2520
3766,2521
3766,2522
3766,2523
3766,2524
3766,2525
3766,2526
3766,2527
3766,2528
3766,2529
3766,2530
3766,2531
3766,2532
3766,2533
3766,2534
3766,2535
3766,2536
3766,2537
3766,2538
3766,2539
3766,2540
4005,2541
4005,2542
4005,2543
4005,2544
4005,2545
4005,2546
4005,2547
4005,2548
4005,2549
4005,2550
4005,2551
4005,2552
4005,2553
4005,2554
4005,2555
4005,2556
4005,2557
4005,2558
4005,2559
4005,2560
4005,2561
4005,2562
4005,2563
4005,2564
4005,2565
4005,2566
4005,2567
4005,2568
4005,2569
4005,2570
4005,2571
4302,2572
4302,2573
4302,2574
4302,2575
4302,2576
4302,2577
4302,2578
4302,2579
4302,2580
4302,2581
4302,2582
4302,2583
4302,2584
4302,2585
4302,2586
4302,2587
4302,2588
4302,2589
4302,2590
4302,2591
4302,2592
4302,2593
4302,2594
4302,2595
4302,2596
4302,2597
4302,2598
4302,2599
4302,2600
4302,2601
4302,2602
4306,2603
4306,2604
4306,2605
4306,2606
4306,2607
4306,2608
4306,2609
4306,2610
4306,2611
4306,2612
4306,2613
4306,2614
4306,2615
4306,2616
4306,2617
4306,2618
4306,2619
4306,2620
4306,2621
4306,2622
4306,2623
4306,2624
4306,2625
4306,2626
4306,2627
4306,2628
4306,2629
4306,2630
4306,2631
4306,2632
4306,2633
4308,2634
4308,2635
4308,2636
4308,2637
4308,2638
4308,2639
4308,2640
4308,2641
4308,2642
4308,2643
4308,2644
4308,2645
4308,2646
4308,2647
4308,2648
4308,2649
4308,2650
4308,2651
4308,2652
4308,2653
4308,2654
4308,2655
4308,2656
4308,2657
4308,2658
4308,2659
4308,2660
4308,2661
4308,2662
4308,2663
4308,2664
4308,2665
4308,2666
4308,2667
4308,2668
4308,2669
4308,2670
4308,2671
4308,2672
4308,2673
4308,2674
4310,2675
4310,2676
4310,2677
4310,2678
4310,2679
4310,2680
4310,2681
4310,2682
4310,2683
4310,2684
4310,2685
4310,2686
4310,2687
4310,2688
4310,2689
4310,2690
4310,2691
4310,2692
4310,2693
4310,2694
4310,2695
4310,2696
4310,2697
4310,2698
4310,2699
4310,2700
4310,2701
4310,2702
4310,2703
4310,2704
4310,2705
4310,2706
4310,2707
4310,2708
4310,2709
4310,2710
4363,2711
4363,2712
4363,2713
4363,2714
4363,2715
4363,2716
4363,2717
4363,2718
4363,2719
4363,2720
4363,2721
4363,2722
4363,2723
4363,2724
4363,2725
4363,2726
4363,2727
4363,2728
4363,2729
4363,2730
4388,2731
4388,2732
4388,2733
4388,2734
4388,2735
4388,2736
4388,2737
4388,2738
4388,2739
4388,2740
4388,2741
4388,2742
4388,2743
4388,2744
4388,2745
4388,2746
4388,2747
4388,2748
4388,2749
4388,2750
11011,2751
11011,2752
11011,2753
11011,2754
11011,2755
11011,2756
11011,2757
11011,2758
11011,2759
11011,2760
11011,2761
11011,2762
11011,2763
11011,2764
11011,2765
11011,2766
11011,2767
11011,2768
11011,2769
11011,2770
11011,2771
11011,2772
11011,2773
11011,2774
11011,2775
11011,2776
11011,2777
11011,2778
11011,2779
11011,2780
11011,2781
11011,2782
11011,2783
11011,2784
11011,2785
11011,2786
11011,2787
11011,2788
11011,2789
11011,2790
11011,2791
11129,2792
11129,2793
11129,2794
11129,2795
11129,2796
11129,2797
11129,2798
11129,2799
11129,2800
11129,2801
11129,2802
11129,2803
11129,2804
11129,2805
11129,2806
11132,2807
11132,2808
11132,2809
11132,2810
11132,2811
11132,2812
11132,2813
11132,2814
11132,2815
11132,2816
11132,2817
11132,2818
11132,2819
11132,2820
11132,2821
11134,2822
11134,2823
11134,2824
11134,2825
11134,2826
11134,2827
11134,2828
11134,2829
11134,2830
11134,2831
11134,2832
11134,2833
