typeID,parentTypeID,metaGroupID
3558,,2
3559,20444,4
3560,,4
3561,20446,4
3562,,4
3563,32444,4
3564,,4
3565,20539,4
3566,,1
3568,3566,2
3569,,2
3570,,4
3571,20454,4
3572,,4
3573,20452,4
3574,,4
3575,12219,4
3576,,1
3578,3576,2
3579,,2
3580,,4
3581,22175,3
3582,,3
3586,,1
3588,3586,2
3589,,2
3596,,1
3598,3596,2
3599,,2
3606,,1
3608,3606,2
3609,,2
3616,,1
3618,3616,2
3619,,2
3651,,1
3653,,1
3655,3653,2
3656,,2
3663,,1
3665,3663,2
3666,,2
3764,,1
3766,,1
3829,,1
3831,3829,2
3832,,2
3839,,1
3841,3839,2
3842,,2
3849,,1
3851,3849,2
3887,,1
3888,3887,2
3897,,1
3899,3897,2
3901,,1
3903,3901,2
3907,,1
3909,3907,2
3913,,1
3915,3913,2
3937,,1
3939,3937,2
3940,,2
3941,,1
3943,3941,2
3944,,2
3947,,1
3949,3947,2
3950,,2
3953,,1
3955,3953,2
3956,,2
3977,,1
3979,3977,2
3980,,2
3981,,1
3983,3981,2
3984,,2
3986,27904,2
3987,,1
3989,3987,2
3990,,2
3991,,2
3993,,1
3995,3993,2
3996,,2
4005,,4
4006,,4
4013,,1
4014,4013,2
4025,526,1
4027,526,1
4147,460,2
4148,,2
4248,28654,2
4249,,2
4250,24348,2
4251,,2
4252,24644,2
4253,,2
4254,11563,2
4255,,2
4256,27914,2
4257,,2
4258,17938,2
4259,,2
4260,18639,2
4261,,2
4262,20069,2
4263,,2
4264,20409,2
4265,,2
4266,22227,2
4267,,2
4268,20406,2
4269,,2
4270,20405,2
4271,,2
4272,11052,2
4273,,2
4274,22553,2
4275,,2
4276,22557,2
4277,,2
4278,22555,2
4279,,2
4280,20124,2
4281,,2
4282,22228,2
4283,,2
4284,20514,2
4285,,2
4286,20070,2
4287,,2
4288,11017,2
4289,,2
4290,20408,2
4291,,2
4292,20280,2
4293,,2
4294,27951,2
4295,,2
4296,27930,2
4298,,2
4299,27932,2
4300,,2
4345,578,6
4346,578,6
4347,578,6
4348,578,6
4349,578,6
4363,656,4
4364,,4
4371,,2
4372,,2
4373,,1
4388,656,4
4389,,4
4393,,1
4395,,1
4397,,1
4399,4395,2
4400,,2
4401,4397,2
4402,,2
4403,,1
4405,4393,2
4406,,2
4410,,1
4435,1195,1
4471,533,1
4477,533,1
4529,523,1
4531,,1
4533,523,1
4535,,1
4569,3528,1
4571,,1
4573,3528,1
4575,,1
4609,3538,1
4611,,1
4613,3538,1
4615,,1
4787,1185,1
4829,,1
4831,,1
4833,577,1
4835,,1
4871,2020,1
4909,2022,1
4911,2022,1
4913,2022,1
4915,2022,1
4955,,1
4957,,1
4959,,3
4961,,1
5007,,1
5009,,1
5011,3566,1
5013,,1
5017,,2
5047,,1
5049,,1
5051,3576,1
5053,,1
5087,,1
5089,,1
5091,529,1
5093,529,1
5137,530,1
5141,530,1
5175,450,1
5177,450,1
5179,450,1
5181,450,1
5215,451,1
5217,451,1
5219,451,1
5221,451,1
5233,483,3
5239,483,1
5245,483,1
5279,1963,1
5281,1963,1
5282,1963,1
5299,1968,1
5301,1968,1
5302,1968,1
5319,2108,1
5320,2108,1
5321,37543,1
5322,2108,1
5339,2103,1
5340,2103,1
5342,2103,1
5361,580,1
5363,580,1
5365,580,1
5399,3242,1
5403,3242,1
5405,3242,1
5439,447,1
5443,447,1
5445,447,1
5493,1317,1
5533,1403,1
5599,2603,1
5631,1244,1
5647,1333,1
5649,1333,1
5683,3653,1
5693,524,1
5697,3663,1
5719,3653,1
5721,3653,1
5723,3653,1
5743,524,1
5745,524,1
5747,524,1
5755,3663,1
5757,3663,1
5759,3663,1
5839,2046,1
5845,,1
5849,2363,1
5865,581,1
5867,581,1
5869,581,1
5871,581,1
5933,520,1
5945,12054,1
5955,12066,1
5971,434,1
5973,434,1
5975,12052,1
6001,439,1
6003,439,1
6005,12056,1
6041,1182,1
6043,1182,1
6045,1182,1
6047,1182,1
6073,2018,1
6131,442,1
6135,442,1
6159,1973,1
6160,1973,1
6173,1977,1
6176,1977,1
6193,1984,1
6194,1985,1
6195,2579,1
6199,2583,1
6202,1946,1
6203,2587,1
6207,2591,1
6212,4013,1
6216,1982,1
6217,1983,1
6218,2579,1
6222,2583,1
6225,1946,1
6226,2587,1
6230,2591,1
6234,4013,1
6238,1984,1
6239,1985,1
6241,1982,1
6242,1983,1
6243,2579,1
6244,2579,1
6251,2583,1
6252,2583,1
6257,1946,1
6258,1946,1
6259,2587,1
6260,2587,1
6267,2591,1
6268,2591,1
6275,4013,1
6276,4013,1
6283,1984,1
6284,1984,1
6285,1985,1
6286,1985,1
6289,1982,1
6290,1982,1
6291,1983,1
6292,1983,1
6296,1986,1
6325,1998,1
6437,399,1
6439,,1
6441,399,1
6443,,1
6485,393,1
6527,443,1
6569,444,1
6571,444,1
6631,452,1
6633,452,1
6635,452,1
6637,452,1
6671,453,1
6673,453,1
6675,453,1
6677,453,1
6715,454,1
6717,454,1
6719,454,1
6721,454,1
6757,455,1
6759,455,1
6761,455,1
6763,455,1
6805,456,1
6807,456,1
6809,456,1
6811,456,1
6859,457,1
6861,457,1
6863,457,1
6865,457,1
6919,458,1
6921,458,1
6923,458,1
6925,458,1
6959,459,1
6961,459,1
6963,459,1
6965,459,1
6999,460,1
7001,460,1
7003,460,1
7005,460,1
7043,461,1
7045,461,1
7047,461,1
7049,461,1
7083,462,1
7085,462,1
7087,462,1
7089,462,1
7123,463,1
7125,463,1
7127,463,1
7131,463,1
7167,464,1
7169,464,1
7171,464,1
7173,464,1
7217,1959,1
7218,1959,1
7219,1959,1
7220,1959,1
7247,561,1
7249,561,1
7251,561,1
7253,561,1
7287,565,1
7289,565,1
7291,565,1
7293,565,1
7327,567,1
7329,567,1
7331,567,1
7333,567,1
7367,570,1
7369,570,1
7371,570,1
7373,570,1
7407,572,1
7409,572,1
7411,572,1
7413,572,1
7447,574,1
7449,574,1
7451,574,1
7453,574,1
7487,562,1
7489,562,1
7491,562,1
7493,562,1
7535,563,1
7537,563,1
7539,563,1
7541,563,1
7579,564,1
7581,564,1
7583,564,1
7585,564,1
7619,566,1
7621,566,1
7623,566,1
7625,566,1
7663,569,1
7665,569,1
7667,569,1
7669,569,1
7703,568,1
7705,568,1
7707,568,1
7709,568,1
7743,571,1
7745,571,1
7747,571,1
7749,571,1
7783,573,1
7785,573,1
7787,573,1
7789,573,1
7827,575,1
7829,575,1
7831,575,1
7833,575,1
7867,2002,1
7869,2004,1
7870,2005,1
7887,1947,1
7889,2003,1
7892,1947,1
7893,2002,1
7895,2004,1
7896,2005,1
7914,2003,1
7917,1947,1
7918,2002,1
7922,2004,1
7926,2005,1
7937,2003,1
7948,2004,1
7964,1947,1
7965,2005,1
7966,2002,1
7970,2003,1
7997,501,1
8001,503,1
8007,1875,1
8023,1875,1
8025,1875,1
8027,1875,1
8089,499,1
8091,499,1
8101,501,1
8103,501,1
8105,501,1
8113,503,1
8115,503,1
8117,503,1
8133,1246,1
8135,1246,1
8175,1445,1
8177,1445,1
8225,1539,1
8263,1353,1
8295,1254,1
8297,1254,1
8335,2331,1
8337,2331,1
8387,3849,1
8419,3839,1
8427,377,1
8433,3829,1
8437,3849,1
8465,3849,1
8505,3849,1
8517,3829,1
8521,377,1
8529,3839,1
8531,3586,1
8535,3586,1
8537,3586,1
8579,3596,1
8583,3596,1
8585,3596,1
8635,3606,1
8639,3606,1
8641,3606,1
8748,3887,1
8759,484,1
8785,484,1
8787,484,1
8789,484,1
8815,485,1
8817,485,1
8819,485,1
8821,485,1
8863,486,1
8865,486,1
8867,486,1
8869,486,1
8903,487,1
8905,487,1
8907,487,1
8909,487,1
9071,489,1
9073,489,1
9091,489,1
9093,489,1
9127,490,1
9129,490,1
9131,490,1
9133,490,1
9135,491,1
9137,491,1
9139,491,1
9141,491,1
9207,492,1
9209,492,1
9211,492,1
9213,492,1
9247,494,1
9249,494,1
9251,494,1
9253,494,1
9287,495,1
9289,495,1
9291,495,1
9293,495,1
9327,496,1
9329,496,1
9331,496,1
9333,496,1
9367,497,1
9369,497,1
9371,497,1
9377,497,1
9411,488,1
9413,488,1
9415,488,1
9417,488,1
9419,,2
9421,,2
9451,493,1
9453,493,1
9455,493,1
9457,493,1
9491,498,1
9493,498,1
9495,498,1
9497,498,1
9521,1957,1
9556,2529,1
9562,,1
9566,,1
9568,2537,1
9570,,1
9574,,1
9580,1808,1
9582,2545,1
9608,2291,1
9622,2293,1
9632,578,1
9646,2289,1
9660,2295,1
9668,3981,1
9670,1551,1
9678,3993,1
9680,1563,1
9702,3901,1
9706,3913,1
9728,3941,1
9734,3953,1
9744,1547,1
9750,3897,1
9762,3937,1
9772,3977,1
9784,1557,1
9790,3907,1
9800,3947,1
9808,3987,1
9899,,1
9941,,1
9942,,1
9943,,1
9944,,1
9956,,1
10013,11023,1
10014,11023,1
10015,11023,1
10016,11023,1
10019,11023,1
10188,9944,3
10190,9944,2
10191,,2
10208,9941,1
10209,9941,1
10210,9941,1
10211,9941,1
10212,9942,1
10213,9942,1
10214,9942,1
10215,9942,1
10216,9899,1
10217,9899,1
10218,9899,1
10219,9899,1
10221,9943,1
10222,9943,1
10223,9943,1
10224,9943,1
10225,9956,1
10226,9956,1
10227,9956,1
10246,,1
10247,,1
10250,10246,2
10251,,2
10629,,1
10631,10629,2
10632,,2
10678,,1
10680,10678,2
10681,,2
10688,10678,1
10690,10678,1
10692,10678,1
10694,10678,1
10836,,1
10838,,1
10840,,1
10842,10840,2
10843,,2
10850,10836,2
10851,,2
10858,10838,2
10859,,2
10866,,1
10868,10836,1
10870,,1
10872,10836,1
10874,,1
10876,10838,1
10878,,1
10880,10838,1
10882,,1
10884,10840,1
10886,,1
10888,10840,1
10998,,1
11011,626,4
11012,,4
11017,,1
11021,11023,1
11022,11023,1
11023,,1
11024,11023,1
11052,,1
11074,,4
11105,9944,1
11172,607,2
11173,,2
11174,609,2
11175,,2
11176,583,2
11177,,2
11178,583,2
11179,,2
11182,586,2
11183,,2
11184,589,2
11185,,2
11186,589,2
11187,,2
11188,29248,2
11189,,2
11190,2161,2
11191,,2
11192,605,2
11193,,2
11194,584,2
11195,,2
11196,585,2
11197,,2
11198,585,2
11199,,2
11200,608,2
11201,,2
11202,608,2
11203,,2
11215,,3
11217,,1
11219,11217,2
11220,,2
11225,,3
11227,,1
11229,11227,2
11230,,2
11235,,3
11237,,1
11239,11237,2
11240,,2
11245,,3
11247,,1
11249,11247,2
11250,,2
11255,,3
11257,,1
11259,11257,2
11260,,2
11265,,3
11267,,1
11269,11267,2
11270,,2
11277,,1
11279,,1
11283,,1
11285,,1
11287,,1
11289,,1
11291,,1
11293,,1
11295,,1
11297,,1
11299,,1
11301,,1
11303,,1
11305,,1
11309,11297,1
11311,11297,1
11317,11299,1
11319,11299,1
11325,11279,1
11327,11279,1
11331,11291,1
11333,11291,1
11335,11291,1
11337,11291,1
11341,11293,1
11343,11293,1
11349,11295,1
11351,11295,1
11355,,1
11357,,1
11359,,1
11365,597,2
11366,,2
11370,,1
11371,587,2
11372,,2
11373,,2
11374,,2
11375,,2
11376,,2
11377,593,2
11378,,2
11379,603,2
11380,,2
11381,603,2
11382,,2
11383,,2
11384,,2
11387,3766,2
11388,,2
11389,,2
11390,,2
11393,597,2
11394,,2
11400,587,2
11401,,2
11561,,1
11563,,1
11567,,1
11577,11370,2
11578,11370,2
11640,10998,2
11641,,2
11642,11301,2
11643,,2
11644,11305,2
11645,,2
11646,11303,2
11647,,2
11648,11277,2
11649,,2
11747,,2
11750,,2
11754,,2
11758,,2
11762,,2
11766,,2
11771,,2
11775,,2
11779,,2
11783,,2
11787,,2
11791,,2
11795,,2
11799,,2
11804,,2
11808,,2
11812,,2
11821,,2
11825,,2
11829,,2
11833,,2
11837,,2
11840,,2
11844,,2
11848,,2
11851,,2
11936,642,4
11937,,4
11938,643,4
11939,,4
11940,29248,4
11942,29248,4
11957,632,2
11958,,2
11959,632,2
11960,,2
11961,630,2
11962,,2
11963,630,2
11964,,2
11965,628,2
11966,,2
11969,633,2
11970,,2
11971,633,2
11972,,2
11978,631,2
11979,,2
11985,620,2
11986,,2
11987,625,2
11988,,2
11989,634,2
11990,,2
11993,621,2
11994,,2
11995,623,2
11996,,2
11999,622,2
12000,,2
12003,2006,2
12004,,2
12005,626,2
12006,,2
12011,623,2
12012,,2
12013,629,2
12014,,2
12015,629,2
12016,,2
12017,624,2
12018,,2
12019,624,2
12020,,2
12021,627,2
12022,,2
12023,627,2
12024,,2
12031,,2
12032,602,2
12034,598,2
12035,,2
12036,,2
12037,,2
12038,590,2
12041,,2
12042,594,2
12043,,2
12044,594,2
12045,,2
12052,,1
12054,,1
12056,,1
12058,12056,2
12059,,2
12066,,1
12068,12066,2
12069,,2
12076,12052,2
12077,,2
12084,12054,2
12085,,2
12102,12225,2
12103,,2
12104,,2
12105,,2
12108,,1
12198,,1
12199,,1
12200,,1
12217,,1
12219,,1
12221,12217,2
12222,,2
12223,12219,2
12224,,2
12225,,1
12235,,1
12236,,1
12257,,1
12259,12257,2
12260,,2
12261,,1
12263,12261,2
12264,,2
12265,,1
12267,12265,2
12268,,2
12269,,1
12271,12269,2
12272,,2
12274,,1
12344,,1
12346,12344,2
12347,,2
12354,,1
12356,12354,2
12357,,2
12552,,2
12553,,2
12557,246,2
12558,,2
12559,239,2
12560,,2
12561,,2
12562,,2
12563,243,2
12564,,2
12565,244,2
12566,,2
12608,181,2
12609,,2
12610,,2
12611,,2
12612,222,2
12613,,2
12614,219,2
12615,,2
12616,,2
12617,,2
12618,221,2
12619,,2
12620,217,2
12621,,2
12625,179,2
12626,,2
12627,,2
12628,,2
12629,,2
12630,,2
12631,182,2
12632,,2
12633,178,2
12634,,2
12709,,1
12729,648,2
12730,,2
12731,649,2
12732,,2
12733,19744,2
12734,,2
12735,653,2
12736,,2
12743,650,2
12744,,2
12745,655,2
12746,,2
12747,652,2
12748,,2
12753,1944,2
12754,,2
12761,198,2
12762,,2
12763,,2
12764,,2
12765,194,2
12766,,2
12767,190,2
12768,,2
12769,,2
12770,,2
12771,186,2
12772,,2
12773,187,2
12774,,2
12775,195,2
12776,,2
12777,189,2
12778,,2
12779,197,2
12780,,2
12781,,2
12782,,2
12783,,2
12784,,2
12785,227,2
12786,,2
12787,235,2
12788,,2
12789,230,2
12790,,2
12791,238,2
12792,,2
12793,,2
12794,,2
12795,,2
12796,,2
12797,,2
12798,,2
12799,,2
12800,,2
12801,225,2
12802,,2
12803,233,2
12804,,2
12805,229,2
12806,,2
12807,237,2
12808,,2
12810,,2
12811,,2
12812,,2
12813,,2
12814,252,2
12815,,2
12816,260,2
12817,,2
12818,251,2
12819,,2
12820,259,2
12821,,2
12822,247,2
12823,,2
12824,255,2
12825,,2
12826,254,2
12827,,2
12828,262,2
12829,,2
12830,,2
12831,,2
12832,,2
12833,,2
13001,530,2
13002,,2
13003,533,2
13004,,2
13032,11023,1
13033,11023,1
13035,11023,1
13036,11023,1
13119,2512,2
13202,641,4
13203,,4
13209,,2
13283,9899,1
13284,9941,1
13285,9942,1
13286,9956,1
13287,9943,1
13320,,1
13515,11023,1
13516,11023,1
13517,11023,1
13518,11023,1
13519,11023,1
13521,11023,1
13522,11023,1
13525,11023,1
13527,11023,1
13528,11023,1
13773,484,4
13774,497,4
13775,498,4
13776,485,4
13777,486,4
13778,490,4
13779,487,4
13781,488,4
13782,491,4
13783,492,4
13784,493,4
13785,496,4
13786,489,4
13787,494,4
13788,495,4
13791,460,4
13793,461,4
13795,452,4
13797,451,4
13799,457,4
13801,456,4
13803,450,4
13805,459,4
13807,458,4
13809,454,4
13811,453,4
13813,463,4
13815,462,4
13817,464,4
13819,455,4
13820,461,4
13821,460,4
13822,452,4
13823,451,4
13824,457,4
13825,456,4
13826,450,4
13827,459,4
13828,458,4
13829,454,4
13830,453,4
13831,463,4
13832,462,4
13833,455,4
13834,464,4
13856,21867,2
13864,10678,4
13865,10678,4
13866,565,4
13867,565,4
13868,12344,4
13870,12344,4
13872,570,4
13873,570,4
13874,12354,4
13876,12354,4
13878,574,4
13879,574,4
13880,567,4
13881,567,4
13882,572,4
13883,572,4
13884,566,4
13885,569,4
13886,562,4
13887,563,4
13888,564,4
13889,571,4
13890,575,4
13891,573,4
13892,568,4
13893,561,4
13894,561,4
13919,1875,4
13920,1875,4
13921,501,4
13922,501,4
13923,503,4
13924,503,4
13925,499,4
13926,499,4
13927,13320,4
13929,13320,4
13931,10629,4
13933,10629,4
13935,12274,4
13937,12274,4
13939,520,4
13941,2363,4
13943,2363,4
13945,9944,4
13947,10838,4
13948,10838,4
13949,10836,4
13950,10836,4
13951,399,4
13952,399,4
13953,10840,4
13954,10840,4
13955,3538,4
13956,3538,4
13957,3538,4
13958,3528,4
13959,3528,4
13960,3528,4
13962,523,4
13963,523,4
13964,523,4
13965,2293,4
13966,2295,4
13967,2289,4
13968,2291,4
13969,578,4
13970,11301,4
13972,11301,4
13974,11303,4
13976,11303,4
13978,11305,4
13980,11305,4
13982,11277,4
13984,11277,4
13986,11301,4
13988,11303,4
13990,11305,4
13992,11277,4
13994,2293,4
13995,2295,4
13996,2289,4
13997,2291,4
13998,578,4
13999,1304,4
14001,1304,4
14003,1304,4
14005,1284,4
14007,1284,4
14009,1284,4
14011,1264,4
14013,1264,4
14015,1264,4
14017,1197,4
14019,1197,4
14021,1197,4
14023,1294,4
14025,1294,4
14027,1294,4
14029,2529,4
14031,2529,4
14033,2537,4
14035,2537,4
14037,2545,4
14039,2545,4
14041,1808,4
14043,1808,4
14045,11561,4
14047,11561,4
14049,1304,4
14051,1284,4
14053,1264,4
14055,1197,4
14057,1294,4
14059,11301,4
14061,11303,4
14063,11305,4
14065,11277,4
14067,3538,4
14068,3528,4
14069,523,4
14070,11267,4
14072,11267,4
14074,11267,4
14076,11247,4
14078,11247,4
14080,11247,4
14082,11227,4
14084,11227,4
14086,11227,4
14088,11217,4
14090,11217,4
14092,11217,4
14094,11257,4
14096,11257,4
14098,11257,4
14100,1998,4
14102,12066,4
14104,12066,4
14106,12056,4
14108,12056,4
14110,439,4
14112,439,4
14114,12054,4
14116,12054,4
14118,12052,4
14120,12052,4
14122,434,4
14124,434,4
14126,1244,4
14127,2603,4
14128,1353,4
14130,1353,4
14132,1353,4
14134,1539,4
14136,1539,4
14138,1539,4
14140,1195,4
14142,1195,4
14144,1445,4
14146,1445,4
14148,530,4
14150,530,4
14152,12261,4
14154,12261,4
14156,12257,4
14158,12257,4
14160,533,4
14162,533,4
14164,12265,4
14166,12265,4
14168,12269,4
14170,12269,4
14172,3576,4
14174,3576,4
14176,577,4
14178,577,4
14180,,4
14182,,4
14184,3566,4
14186,3566,4
14188,3993,4
14190,3993,4
14192,3953,4
14194,3953,4
14196,3913,4
14198,3913,4
14200,1563,4
14202,1563,4
14204,3981,4
14206,3987,4
14208,3977,4
14210,3941,4
14212,3901,4
