regionID,constellationID,solarSystemID,solarSystemName,x,y,z,xMin,xMax,yMin,yMax,zMin,zMax,luminosity,border,fringe,corridor,hub,international,regional,constellation,security,factionID,radius,sunTypeID,starID,securityClass,x2D,y2D
10000001,20000003,30000018,Kazna,-7.014242469124625e+16,3.848858215319037e+16,-9.672041010692437e+16,,,,,,,1.501,1,0,0,1,0,0,,0.231263,,2506119708672.0,,40001182,B3,9.245094023111544e+16,-1.2737685098509238e+17
10000001,20000003,30000019,Podion,-5.870985780161632e+16,2.604450938639223e+16,-1.0152899515906787e+17,,,,,,,0.07842,0,1,0,0,0,0,,0.109705,,2620460892160.0,,40001265,B3,9.245094023111544e+16,-1.088866629388693e+17
10000001,20000003,30000020,Lilmad,-7.285538031992386e+16,5.290992611443577e+16,-1.0816527393547989e+17,,,,,,,1.172,0,1,0,0,0,0,,0.160449,,5267543031808.0,,40001344,B3,9.861433624652314e+16,-1.1915898963121546e+17
10000070,20000788,30000021,Kuharah,-7.437981085374782e+16,3.2538969531086932e+16,-1.0053118849015414e+17,,,,,,,2.566,0,0,1,0,0,0,,-1.0,,5348679221248.0,,40001414,B3,2054465338469232.0,4.725270278479234e+16
10000001,20000003,30000022,Jayneleb,-6.0839427954196584e+16,3.3031790950289316e+16,-1.0545872610447746e+17,,,,,,,0.1426,0,0,1,0,0,0,,0.11384,,5893956567040.0,,40001498,B3,9.245094023111544e+16,-1.15050058954277e+17
10000001,20000004,30000023,Fovihi,-8.155334411225115e+16,5.0451257411607416e+16,-5.115463388098365e+16,,,,,,,1.08,1,0,0,1,0,0,,0.869394,,2969284378624.0,,40001581,B,1.027232669234616e+17,-8.012414820030005e+16
10000001,20000004,30000024,Kiereend,-7.747908091114275e+16,5.1134179715466936e+16,-4.788523348249821e+16,,,,,,,0.01944,0,0,0,1,0,0,,0.840835,,1462680682496.0,,40001644,B,1.027232669234616e+17,-9.245094023111544e+16
10000001,20000004,30000025,Rashy,-7.418105877087832e+16,5.099879015889971e+16,-4.4291930310919944e+16,,,,,,,0.1276,0,0,0,1,0,0,,0.803266,,3044933107712.0,,40001712,B,1.088866629388693e+17,-8.423307887723851e+16
10000001,20000004,30000026,Ordize,-6.687460233234401e+16,4.730553943921058e+16,-4.160445137985507e+16,,,,,,,0.2079,0,0,0,1,0,0,,0.695564,,4739299278848.0,,40001784,B1,1.1915898963121546e+17,-8.834200955417698e+16
10000001,20000004,30000027,Psasa,-7.21838857853403e+16,4.298440986541261e+16,-4.508120399361841e+16,,,,,,,0.4201,0,0,0,1,0,0,,0.749913,,1980465676288.0,,40001833,B1,1.088866629388693e+17,-9.03964748926462e+16
10000001,20000004,30000028,Eshtah,-7.122358422866195e+16,5.075278594118893e+16,-4.648268720726097e+16,,,,,,,0.1457,1,0,0,1,0,0,,0.768433,,5016556404736.0,,40001891,B,1.15050058954277e+17,-9.245094023111544e+16
10000001,20000004,30000029,Lachailes,-6.1418700963258216e+16,3.950822675664634e+16,-3.634637513295088e+16,,,,,,,0.1283,0,0,1,0,0,0,,0.573051,,887293935616.0,,40001984,B1,1.15050058954277e+17,-8.423307887723851e+16
10000001,20000004,30000030,Kasrasi,-5.993227948465798e+16,4.323341119712929e+16,-4.156472450539657e+16,,,,,,,0.1629,1,0,0,1,0,0,,0.573076,,1323487330304.0,,40002037,B1,1.1915898963121546e+17,-8.012414820030005e+16
10000001,20000005,30000031,Mohas,-8.093136839139773e+16,2.661245167120067e+16,-2.617417093079353e+16,,,,,,,0.01956,0,0,1,0,0,0,,0.681783,,1283653107712.0,,40002087,B1,1.0066880158499237e+17,-6.368842549254619e+16
10000001,20000005,30000032,Hasiari,-8.789571022760947e+16,3.9062466382135416e+16,-2.6800575462533416e+16,,,,,,,0.07863,1,0,0,1,0,0,,0.798188,,1793587675136.0,,40002132,B,8.217861353876928e+16,-6.368842549254619e+16
10000001,20000005,30000033,Radima,-8.666970944770184e+16,3.0253891492190176e+16,-2.3109218639605172e+16,,,,,,,0.4925,0,0,1,0,0,0,,0.75392,,3709557014528.0,,40002157,B,9.245094023111544e+16,-6.368842549254619e+16
10000001,20000005,30000034,Alkez,-8.060564480316384e+16,3.6589580336539304e+16,-2.2409023277357064e+16,,,,,,,0.06291,0,1,0,0,0,0,,0.782123,,1917034692608.0,,40002242,B,8.217861353876928e+16,-6.985182150795389e+16
10000001,20000005,30000035,Nimambal,-7.897292910839507e+16,2.202169573376636e+16,-3.0437697744700284e+16,,,,,,,0.1721,1,0,0,1,0,0,,0.594051,,2348147015680.0,,40002287,B1,1.088866629388693e+17,-6.368842549254619e+16
10000001,20000005,30000036,Yishinoon,-6.9082798590931976e+16,1.519464137195262e+16,-2.878087740095341e+16,,,,,,,2.257,0,0,1,0,0,0,,0.424718,,3881923510272.0,,40002340,B2,1.0477773226193083e+17,-5.75250294771385e+16
10000001,20000005,30000037,Uplingur,-6.6223420001742984e+16,1.6326050663711196e+16,-2.5730407026952496e+16,,,,,,,1.063,1,0,1,0,1,1,,0.422069,,3975502888960.0,,40002417,B2,9.861433624652314e+16,-5.75250294771385e+16
10000001,20000006,30000038,Dooz,-6.212727759237758e+16,4.875995123041205e+16,-7.706187515875211e+16,,,,,,,0.03159,1,0,0,1,0,0,,0.423729,,857129484288.0,,40002477,B2,1.3354024700050008e+17,-1.3559471233896931e+17
10000001,20000006,30000039,Bayuka,-5.977935676587387e+16,3.912311895129028e+16,-7.322427377857546e+16,,,,,,,1.563,0,0,0,1,0,0,,0.400722,,3294057725952.0,,40002514,B2,1.3764917767743854e+17,-1.3148578166203085e+17
10000001,20000006,30000040,Uzistoon,-5.789308429371344e+16,4.583302187999775e+16,-7.483802356900438e+16,,,,,,,0.02003,0,0,0,1,0,0,,0.390646,,2103486840832.0,,40002611,B2,1.3354024700050008e+17,-1.2737685098509238e+17
10000001,20000006,30000041,Bairshir,-5.950053663862878e+16,3.0602000215019544e+16,-7.045049924760154e+16,,,,,,,0.03449,0,0,1,0,0,0,,0.364088,,2110378868736.0,,40002665,B2,1.4381257369284624e+17,-1.2943131632356162e+17
10000001,20000006,30000042,Moh,-6.267405916787377e+16,3.376829020631522e+16,-6.424575732571475e+16,,,,,,,4.216,0,1,0,0,0,0,,0.472835,,4946503139328.0,,40002724,B1,1.479215043697847e+17,-1.2532238564662315e+17
10000001,20000006,30000043,Sari,-6.27794236677204e+16,5.2039434306573576e+16,-8.184614589234757e+16,,,,,,,0.08784,1,0,0,1,0,0,,0.379343,,2426401980416.0,,40002758,B2,1.2943131632356162e+17,-1.3148578166203085e+17
10000001,20000007,30000044,Faspera,-8.727578706183766e+16,2.4422502349262536e+16,-1.0730673938960096e+17,,,,,,,0.1176,0,0,1,0,0,0,,0.128258,,842988060672.0,,40002837,B3,7.806968286183082e+16,-1.3354024700050008e+17
10000001,20000007,30000045,Jaymass,-8.288795375333314e+16,3.227706091372769e+16,-9.963039632049189e+16,,,,,,,0.4019,0,0,0,1,0,0,,0.216311,,3467863916544.0,,40002857,B3,7.396075218489235e+16,-1.2943131632356162e+17
10000001,20000007,30000046,Mifrata,-7.863992961677798e+16,4.264046011281664e+16,-9.454957182435626e+16,,,,,,,0.07162,1,0,0,1,0,0,,0.303803,,2431498059776.0,,40002919,B2,8.217861353876928e+16,-1.2943131632356162e+17
10000001,20000007,30000047,Majamar,-7.33814671362281e+16,3.3974076985768544e+16,-8.412483528285221e+16,,,,,,,2.674,0,0,1,0,0,0,,0.369186,,6331382628352.0,,40002979,B2,8.423307887723851e+16,-1.2326792030815392e+17
10000001,20000007,30000048,Ihal,-8.481135981844538e+16,4.716875643076157e+16,-8.406008047722565e+16,,,,,,,1.209,1,0,0,1,0,0,,0.492701,,4679238942720.0,,40003059,B1,7.806968286183082e+16,-1.2532238564662315e+17
10000001,20000007,30000049,Camal,-8.939306763205624e+16,4.0323443484050264e+16,-1.0350584122718694e+17,,,,,,,0.03307,0,1,0,0,0,0,,0.212977,,1602929295360.0,,40003157,B3,7.190628684642312e+16,-1.3559471233896931e+17
10000001,20000007,30000050,Fera,-7.42992241526389e+16,3.9382745820237064e+16,-7.899933276638717e+16,,,,,,,0.01737,0,1,0,0,0,0,,0.477246,,440937054208.0,,40003186,B1,8.628754421570774e+16,-1.1710452429274622e+17
10000001,20000008,30000051,Juddi,-8.169602980375522e+16,4.331247492658281e+16,-7.1958178282436296e+16,,,,,,,0.3352,1,0,0,1,0,0,,0.649137,,3664132177920.0,,40003196,B1,8.423307887723851e+16,-9.450540556958467e+16
10000001,20000008,30000052,Maspah,-8.42981695227803e+16,4.093323182481202e+16,-5.766550447786951e+16,,,,,,,0.2775,1,0,0,1,0,0,,0.799901,,2318427488256.0,,40003270,B,8.012414820030005e+16,-9.03964748926462e+16
10000001,20000008,30000053,Ibaria,-8.50008275831593e+16,4.313310136146506e+16,-6.686116876340741e+16,,,,,,,0.01782,0,0,1,0,0,0,,0.730979,,384225837056.0,,40003335,B1,7.601521752336158e+16,-9.450540556958467e+16
10000001,20000008,30000054,Shala,-8.503960542692957e+16,3.325385038557063e+16,-5.783392435598058e+16,,,,,,,0.1749,0,0,1,0,0,0,,0.715564,,3471753347072.0,,40003347,B1,7.601521752336158e+16,-8.628754421570774e+16
10000001,20000008,30000055,Zemalu,-7.835300594262326e+16,3.7708303599870296e+16,-5.844188531836505e+16,,,,,,,0.04283,0,0,1,0,0,0,,0.725159,,1274973388800.0,,40003391,B1,8.423307887723851e+16,-8.628754421570774e+16
10000001,20000008,30000056,Khankenirdia,-7.64479845926271e+16,4.232339607078725e+16,-7.1495345478719416e+16,,,,,,,0.05294,0,1,0,0,0,0,,0.613596,,3281192484864.0,,40003419,B1,9.03964748926462e+16,-9.245094023111544e+16
10000001,20000009,30000057,Nikh,-8.571443260500213e+16,6.648518058094315e+16,-6.10247758950023e+16,,,,,,,0.1239,1,0,0,1,0,0,,0.774198,,4598617604096.0,,40003473,B,1.0477773226193083e+17,-1.0066880158499237e+17
10000001,20000009,30000058,Amphar,-8.150626040881208e+16,7.194205856945189e+16,-6.0077264184929176e+16,,,,,,,0.01216,1,0,0,1,0,0,,0.702187,,1359562670080.0,,40003542,B1,1.1299559361580776e+17,-1.0066880158499237e+17
10000001,20000009,30000059,Salashayama,-7.846214449583966e+16,7.572174493931558e+16,-5.3501874200793544e+16,,,,,,,0.01616,0,0,1,0,0,0,,0.665586,,1976938790912.0,,40003620,B1,1.2943131632356162e+17,-1.0066880158499237e+17
10000001,20000009,30000060,Janus,-6.701972313444768e+16,7.514550647754029e+16,-5.675170543509787e+16,,,,,,,0.07187,0,0,0,1,0,0,,0.545571,,2540231196672.0,,40003659,B1,1.3559471233896931e+17,-9.450540556958467e+16
10000001,20000009,30000061,Agha,-8.552912880512277e+16,6.858591409281496e+16,-6.469072039261265e+16,,,,,,,0.01005,0,1,0,0,0,0,,0.718783,,1443279405056.0,,40003707,B1,1.0477773226193083e+17,-1.0683219760040006e+17
10000001,20000009,30000062,Iosantin,-6.042634938258662e+16,7.528021707827526e+16,-5.9383802160235896e+16,,,,,,,0.01804,0,0,0,1,0,0,,0.450343,,998212173824.0,,40003807,B1,1.4175810835437701e+17,-9.450540556958467e+16
10000001,20000009,30000063,Orva,-5.8831333756248456e+16,6.50717915302942e+16,-5.8535541425382344e+16,,,,,,,0.5037,0,0,0,1,0,0,,0.50995,,3453450715136.0,,40003866,B1,1.2943131632356162e+17,-9.450540556958467e+16
10000001,20000009,30000064,Zet,-6.1899112908873624e+16,6.3390250691681096e+16,-5.777898723806219e+16,,,,,,,0.144,1,0,0,1,0,0,,0.569698,,3642599931904.0,,40003950,B1,1.2326792030815392e+17,-9.450540556958467e+16
10000001,20000009,30000065,Akhrad,-5.546781009211979e+16,7.504194750206805e+16,-6.566784701638797e+16,,,,,,,0.3348,1,0,0,1,0,0,,0.358477,,3093933326336.0,,40004035,B2,1.3559471233896931e+17,-8.423307887723851e+16
10000001,20000009,30000066,Pirohdim,-6.6053705321788104e+16,6.001669415271251e+16,-6.083033491380001e+16,,,,,,,0.6256,0,0,1,0,0,0,,0.628696,,6884440932352.0,,40004122,B1,1.2532238564662315e+17,-8.834200955417698e+16
10000001,20000009,30000067,Sharir,-6.0941548092406936e+16,7.799567785163371e+16,-6.56721581177466e+16,,,,,,,0.5506,0,0,1,0,0,0,,0.396849,,3325006184448.0,,40004220,B2,1.4175810835437701e+17,-8.834200955417698e+16
10000001,20000009,30000068,Usroh,-8.351186432023406e+16,7.863195787983186e+16,-6.373976200845265e+16,,,,,,,0.02819,0,0,1,0,0,0,,0.597458,,1427242483712.0,,40004285,B1,1.088866629388693e+17,-9.65598709080539e+16
10000001,20000009,30000069,Thiarer,-6.003825460121836e+16,5.696031963511278e+16,-6.157440456287181e+16,,,,,,,0.09048,0,0,0,1,0,0,,0.542033,,1430630694912.0,,40004325,B1,1.3148578166203085e+17,-8.834200955417698e+16
10000001,20000010,30000070,Gomati,-1.0246609327815549e+17,6.173912298712665e+16,-9.280534132105992e+16,,,,,,,0.02424,1,0,0,1,0,0,,0.387421,,1950828724224.0,,40004375,B2,6.574289083101542e+16,-1.2943131632356162e+17
10000001,20000010,30000071,Jangar,-1.0371110410332934e+17,7.163600238967047e+16,-8.169620636776923e+16,,,,,,,0.1145,0,1,0,0,0,0,,0.527329,,1333350629376.0,,40004450,B1,5.957949481560773e+16,-1.2326792030815392e+17
10000001,20000010,30000072,Nakah,-1.157765311415518e+17,8.177696734270227e+16,-9.82266692740087e+16,,,,,,,0.01538,1,0,0,1,1,1,,0.363864,,645474418688.0,,40004480,B2,5.957949481560773e+16,-1.3559471233896931e+17
10000001,20000010,30000073,Irshah,-9.532344398614442e+16,6.0897202373633304e+16,-8.945440151234107e+16,,,,,,,0.15,1,0,0,1,0,0,,0.429507,,3512345034752.0,,40004497,B2,6.985182150795389e+16,-1.2532238564662315e+17
10000001,20000010,30000074,Hasateem,-1.091248839501557e+17,6.864747352409683e+16,-9.182298399211054e+16,,,,,,,0.0101,0,0,0,1,0,0,,0.426496,,2089420718080.0,,40004568,B2,5.957949481560773e+16,-1.2943131632356162e+17
10000001,20000010,30000075,Assah,-1.15655018403e+17,7.41121459866e+16,-1.03188394071e+17,,,,,,,0.3229,1,0,0,1,0,1,,0.297802,,2681177636864.0,,40004637,B2,6.574289083101542e+16,-1.3559471233896931e+17
10000001,20000011,30000076,Tidacha,-9.66661314253909e+16,6.506565672868595e+16,-5.620877148107921e+16,,,,,,,0.1989,1,0,0,1,0,0,,0.820099,,2207969968128.0,,40004754,B,8.628754421570774e+16,-7.396075218489235e+16
10000001,20000011,30000077,Odlib,-1.0058046452832643e+17,6.171174751997439e+16,-5.5983784947667704e+16,,,,,,,0.2979,0,0,0,1,0,0,,0.824517,,2530435399680.0,,40004872,B,9.245094023111544e+16,-7.396075218489235e+16
10000001,20000011,30000078,Jofan,-1.0734399436971454e+17,6.015324857663485e+16,-5.5559557102143304e+16,,,,,,,0.4978,0,0,1,0,0,0,,0.779548,,3484039249920.0,,40004941,B,9.65598709080539e+16,-6.985182150795389e+16
10000001,20000011,30000079,Milu,-9.60660937674658e+16,6.83047065305403e+16,-6.004281951344358e+16,,,,,,,0.01022,0,1,0,0,0,0,,0.769625,,2009050251264.0,,40004997,B,7.806968286183082e+16,-7.396075218489235e+16
10000001,20000011,30000080,Yadi,-1.0797771894619598e+17,6.128636663603989e+16,-6.0141607008473496e+16,,,,,,,0.214,0,0,0,1,0,0,,0.750268,,2823739146240.0,,40005094,B,1.0066880158499237e+17,-7.396075218489235e+16
10000001,20000011,30000081,Buftiar,-1.1228988727166398e+17,6.5924024970737384e+16,-5.7819372548905624e+16,,,,,,,0.3825,0,1,0,0,0,0,,0.708741,,3027305496576.0,,40005192,B1,1.0683219760040006e+17,-7.396075218489235e+16
10000001,20000012,30000082,Jarizza,-9.955208287940496e+16,4.838629572176592e+16,-6.5266532013842424e+16,,,,,,,0.3238,0,0,0,1,0,0,,0.765431,,3472110911488.0,,40005303,B,6.368842549254619e+16,-9.861433624652314e+16
10000001,20000012,30000083,Ejahi,-1.0630668888784662e+17,5.973153337676492e+16,-6.551306669840891e+16,,,,,,,0.01668,0,0,1,0,0,0,,0.72891,,794096697344.0,,40005398,B1,6.163396015407696e+16,-9.245094023111544e+16
10000001,20000012,30000084,Asghatil,-9.555583148946286e+16,4.335341386568644e+16,-6.14057455879477e+16,,,,,,,0.04094,1,0,0,1,0,0,,0.794778,,994599895040.0,,40005413,B,6.985182150795389e+16,-9.450540556958467e+16
10000001,20000012,30000085,Bar,-9.844310717281069e+16,5.415422368893959e+16,-7.427213630951674e+16,,,,,,,0.2758,1,0,0,1,0,0,,0.665838,,3320579620864.0,,40005449,B1,6.779735616948466e+16,-1.0683219760040006e+17
10000001,20000012,30000086,Sucha,-1.0627609183753e+17,5.2625499381688024e+16,-7.208542199084848e+16,,,,,,,0.2355,0,0,1,0,0,0,,0.658265,,3141414420480.0,,40005539,B1,6.985182150795389e+16,-1.0066880158499237e+17
10000001,20000012,30000087,Gelhan,-1.0129324558507904e+17,6.261684600973789e+16,-6.980485660865913e+16,,,,,,,0.5756,0,0,1,0,0,0,,0.701676,,3110815924224.0,,40005651,B1,6.163396015407696e+16,-8.628754421570774e+16
10000001,20000012,30000088,Akeva,-9.470947249503917e+16,6.211440441365503e+16,-7.380140962883043e+16,,,,,,,0.03116,0,1,0,0,0,0,,0.664835,,2098107121664.0,,40005757,B1,6.368842549254619e+16,-8.012414820030005e+16
10000001,20000013,30000089,Sosa,-8.348691731435482e+16,7.1188199613808584e+16,-9.415697466356178e+16,,,,,,,0.4497,0,0,0,1,0,0,,0.301179,,2541561053184.0,,40005803,B2,1.1915898963121546e+17,-1.4175810835437701e+17
10000001,20000013,30000090,Ilahed,-8.179566333418422e+16,7.526122962664885e+16,-9.07067029546431e+16,,,,,,,0.04924,1,0,0,1,0,0,,0.315943,,2392273715200.0,,40005902,B2,1.1299559361580776e+17,-1.4175810835437701e+17
10000001,20000013,30000091,Eshwil,-8.868197864579326e+16,8.230028663916096e+16,-9.764279456866797e+16,,,,,,,1.11,0,1,0,0,0,0,,0.218968,,4830178312192.0,,40005974,B3,1.1915898963121546e+17,-1.479215043697847e+17
10000001,20000013,30000092,Aranir,-8.422435846081104e+16,6.695473626395871e+16,-1.0053954584731325e+17,,,,,,,1.706,0,0,1,0,0,0,,0.242789,,2360710004736.0,,40006018,B3,1.2532238564662315e+17,-1.4175810835437701e+17
10000001,20000013,30000093,Ishkad,-8.411296136162616e+16,7.736360618160493e+16,-8.61390834679175e+16,,,,,,,0.04505,0,1,0,0,0,0,,0.366036,,1370483195904.0,,40006096,B2,1.1299559361580776e+17,-1.479215043697847e+17
10000001,20000013,30000094,Hahyil,-8.895816134967957e+16,6.846221320264886e+16,-1.0426872228720205e+17,,,,,,,0.2222,0,1,0,0,0,0,,0.208115,,3179007967232.0,,40006126,B3,1.3148578166203085e+17,-1.4175810835437701e+17
10000001,20000014,30000095,Asilem,-5.982850405970329e+16,6.6629552609130776e+16,-8.565902832845782e+16,,,,,,,0.01259,0,0,1,0,0,0,,0.284998,,2163577716736.0,,40006221,B2,1.1710452429274622e+17,-1.2326792030815392e+17
10000001,20000014,30000096,Mahnagh,-6.087388733942716e+16,5.902775812398371e+16,-9.657083106693798e+16,,,,,,,0.4387,0,1,0,0,0,0,,0.205003,,2781410230272.0,,40006292,B3,1.15050058954277e+17,-1.3559471233896931e+17
10000001,20000014,30000097,Shach,-6.051724667877479e+16,6.089161801771741e+16,-8.38906968543728e+16,,,,,,,0.02324,0,0,0,1,0,0,,0.326043,,2085218418688.0,,40006354,B2,1.15050058954277e+17,-1.2943131632356162e+17
10000001,20000014,30000098,Kehrara,-7.36651979465454e+16,7.170098308417576e+16,-8.541062500938766e+16,,,,,,,0.0944,1,0,0,1,0,0,,0.364844,,1317166645248.0,,40006395,B2,1.088866629388693e+17,-1.2532238564662315e+17
10000001,20000014,30000099,Arena,-6.854862661989931e+16,7.063457384374823e+16,-7.632508141337206e+16,,,,,,,0.02355,0,0,0,1,0,0,,0.44233,,4751108866048.0,,40006455,B2,1.088866629388693e+17,-1.1915898963121546e+17
10000001,20000014,30000100,Timeor,-5.661701661646951e+16,5.505208930139095e+16,-8.217311278462642e+16,,,,,,,0.3639,1,0,1,0,0,0,,0.314131,,3987362283520.0,,40006541,B2,1.2326792030815392e+17,-1.2943131632356162e+17
10000001,20000014,30000101,Uhtafal,-7.301636980094661e+16,7.183241268363028e+16,-7.397308122514171e+16,,,,,,,0.3807,0,0,0,1,0,0,,0.499612,,4332105760768.0,,40006634,B1,1.1094112827733853e+17,-1.1299559361580776e+17
10000001,20000014,30000102,Dysa,-6.136593043132789e+16,7.168588254426809e+16,-8.997310942966442e+16,,,,,,,0.02439,0,0,0,1,0,0,,0.236195,,1383282769920.0,,40006697,B3,1.15050058954277e+17,-1.1710452429274622e+17
10000001,20000014,30000103,Serad,-6.9237792256978936e+16,6.8408660502674e+16,-7.090626213882207e+16,,,,,,,1.16,0,0,1,0,0,0,,0.525836,,4626700566528.0,,40006751,B1,1.0477773226193083e+17,-1.15050058954277e+17
10000001,20000014,30000104,Mahti,-5.935893240090065e+16,7.599389977958264e+16,-8.71142899593903e+16,,,,,,,1.452,0,1,0,0,0,0,,0.228282,,5083050278912.0,,40006856,B3,1.2121345496968469e+17,-1.1299559361580776e+17
10000001,20000014,30000105,Abha,-7.743381434471706e+16,8.307859814214234e+16,-7.2003290355774e+16,,,,,,,0.06385,1,0,1,0,0,0,,0.434101,,1286656753664.0,,40006965,B2,1.1299559361580776e+17,-1.0683219760040006e+17
10000001,20000015,30000106,Shedoo,-8.943355961693363e+16,4.690037317316225e+16,-8.375811208862491e+16,,,,,,,0.1028,1,0,0,1,0,0,,0.506118,,3023692627968.0,,40007008,B1,7.806968286183082e+16,-1.1710452429274622e+17
10000001,20000015,30000107,Gamis,-1.0236264891061138e+17,4.0596126609599e+16,-8.254892166237781e+16,,,,,,,0.1769,1,0,0,1,0,0,,0.473906,,1257975971840.0,,40007093,B1,7.190628684642312e+16,-1.1094112827733853e+17
10000001,20000015,30000108,Nieril,-1.0109809834874635e+17,3.2921861844933812e+16,-8.775332616602605e+16,,,,,,,0.07206,0,0,1,0,0,0,,0.35344,,2480414916608.0,,40007130,B2,7.396075218489235e+16,-1.0477773226193083e+17
10000001,20000015,30000109,Berta,-8.537224443426325e+16,3.3497559002336588e+16,-7.871401288117792e+16,,,,,,,0.06483,1,0,0,1,0,0,,0.489557,,1304471666688.0,,40007185,B1,8.423307887723851e+16,-1.1094112827733853e+17
10000001,20000015,30000110,Bekirdod,-1.0667189657528974e+17,4.608678347664448e+16,-8.853551154404696e+16,,,,,,,0.1059,0,0,1,0,0,0,,0.405349,,1491261325312.0,,40007249,B2,7.806968286183082e+16,-1.1094112827733853e+17
10000001,20000015,30000111,Hothomouh,-1.01697231116601e+17,3.1692620381826144e+16,-8.134109960577371e+16,,,,,,,0.01379,0,0,0,1,0,0,,0.422981,,2799894003712.0,,40007319,B2,8.217861353876928e+16,-1.0477773226193083e+17
10000001,20000016,30000112,Arnola,-5.3452237678029304e+16,4.208487017752612e+16,-4.130402792552848e+16,,,,,,,0.01439,1,0,0,1,0,0,,0.462835,,706530508800.0,,40007386,B1,1.2326792030815392e+17,-7.601521752336158e+16
