certificateID,groupID,classID,grade,name,description
174,268,268,1,Advanced Medium Spaceship Manufacturing,This certificate represents a level of competence in handling invention and manufacturing of Tech II medium ship hulls. This is a good skillset for players wishing to build their own products.
175,268,268,1,Advanced Large Spaceship Manufacturing,This certificate represents a level of competence in handling invention and manufacturing of Tech II large ship hulls. This is a good skillset for players wishing to build their own products.
176,268,268,1,Advanced Industrial Spaceship Manufacturing,This certificate represents a level of competence in handling invention and manufacturing of Tech II hauler ship hulls. This is a good skillset for players wishing to build their own products.
177,270,270,1,Advanced Laser Technology,This certificate represents a level of competence in handling invention and manufacturing of Tech II laser related modules. This is a good skillset for players wishing to build their own products.
178,270,270,1,Advanced Hybrid Technology,This certificate represents a level of competence in handling invention and manufacturing of hybrid related modules. This is a good skillset for players wishing to build their own products.
179,270,270,1,Advanced Projectile Technology,This certificate represents a level of competence in handling invention and manufacturing of projectile related modules. This is a good skillset for players wishing to build their own products.
180,270,270,1,Advanced Armor Technology,This certificate represents a level of competence in handling invention and manufacturing of Tech II armor related modules. This is a good skillset for players wishing to build their own products.
181,270,270,1,Advanced Capacitor Technology,This certificate represents a level of competence in handling invention and manufacturing of Tech II capacitor related modules. This is a good skillset for players wishing to build their own products.
182,270,270,1,Advanced Weapon Upgrades Technology,This certificate represents a level of competence in handling invention and manufacturing of Tech II weapon upgrades related modules. This is a good skillset for players wishing to build their own products.
183,270,270,1,Advanced Operations Technology,"This certificate represents a level of competence in handling invention and manufacturing of Tech II Siege, Triage and Cloak related modules. This is a good skillset for players wishing to build their own products."
184,270,270,1,Advanced Hull Technology,This certificate represents a level of competence in handling invention and manufacturing of Tech II hull related modules. This is a good skillset for players wishing to build their own products.
185,270,270,1,Advanced Electronic Technology,This certificate represents a level of competence in handling invention and manufacturing of Tech II electronic related modules. This is a good skillset for players wishing to build their own products.
186,270,270,1,Advanced Harvesting Technology,This certificate represents a level of competence in handling invention and manufacturing of Tech II harvesting related modules. This is a good skillset for players wishing to build their own products.
187,270,270,1,Advanced Propulsion Technology,This certificate represents a level of competence in handling invention and manufacturing of Tech II propulsion related modules. This is a good skillset for players wishing to build their own products.
188,270,270,1,Advanced Shield Technology,This certificate represents a level of competence in handling invention and manufacturing of Tech II shield related modules. This is a good skillset for players wishing to build their own products.
189,270,270,1,Advanced Drone Technology,This certificate represents a level of competence in handling invention and manufacturing of Tech II drone related modules. This is a good skillset for players wishing to build their own products.
190,270,270,1,Advanced Field Effect Technology,"This certificate represents a level of competence in handling invention and manufacturing of Tech II Smartbombs, Warfare Links and Mining Foreman related modules. This is a good skillset for players wishing to build their own products."
191,270,270,1,Advanced Warp Inhibition Technology,"This certificate represents a level of competence in handling invention and manufacturing of Tech II Stasis Webifiers, Target Painters, Warp Scramblers and Disruptors related modules. This is a good skillset for players wishing to build their own products."
192,256,256,1,Advanced Launcher Technology,This certificate represents a level of competence in handling invention and manufacturing of Tech II missile launcher related modules. This is a good skillset for players wishing to build their own products.
193,270,270,1,Advanced Missile Technology,This certificate represents a level of competence in handling invention and manufacturing of Tech II missiles as ammunition. This is a good skillset for players wishing to build their own products.
194,270,270,1,Material Efficiency Research,This certificate represents a level of competence in handling material efficiency research. This is a good skillset for players wishing to research their Tech I blueprint originals.
195,270,270,1,Time Efficiency Research,This certificate represents a level of competence in handling time efficiency research. This is a good skillset for players wishing to research their Tech I blueprint originals.
196,270,270,1,Copying,This certificate represents a level of competence in making copies of Tech I blueprint originals. This is a good skillset for players wishing to engage in Invention or to resell their blueprint copies on the Contract system.
197,270,270,1,Research Operations,"This certificate represents a level of competence in handling remote access and simultaneous use of Material Efficiency, Time Efficiency Research, copying and invention activities. This is a good skillset for players engaged in any kind of science operation."
198,270,270,1,Advanced Amarr Technology,This certificate represents a level of competence in handling invention and manufacturing of Tech II Amarr items. This is a good skillset for players wishing to invent that faction's Tech II item blueprints or build their own products.
199,270,270,1,Advanced Caldari Technology,This certificate represents a level of competence in handling invention and manufacturing of Tech II Caldari items. This is a good skillset for players wishing to invent that faction's Tech II item blueprints or build their own products.
200,270,270,1,Advanced Gallente Technology,This certificate represents a level of competence in handling invention and manufacturing of Tech II Gallente items. This is a good skillset for players wishing to invent that faction's Tech II item blueprints or build their own products.
201,270,270,1,Advanced Minmatar Technology,This certificate represents a level of competence in handling invention and manufacturing of Tech II Minmatar items. This is a good skillset for players wishing to invent that faction's Tech II item blueprints or build their own products.
202,270,270,1,Advanced Attack Spaceship Technology,This certificate represents a level of competence in handling invention and manufacturing of Tech II attack ships. This is a good skillset for players wishing to invent those Tech II item blueprints or build their own products.
203,270,270,1,Advanced Combat Spaceship Technology,This certificate represents a level of competence in handling invention and manufacturing of Tech II combat ships. This is a good skillset for players wishing to invent those Tech II item blueprints or build their own products.
204,270,270,1,Advanced Disruption Spaceship Technology,This certificate represents a level of competence in handling invention and manufacturing of Tech II disruption ships. This is a good skillset for players wishing to invent those Tech II item blueprints or build their own products.
205,270,270,1,Advanced Support Spaceship Technology,This certificate represents a level of competence in handling invention and manufacturing of Tech II support ships. This is a good skillset for players wishing to invent those Tech II item blueprints or build their own products.
206,270,270,1,Advanced Exploration Spaceship Technology,This certificate represents a level of competence in handling invention and manufacturing of Tech II exploration ships. This is a good skillset for players wishing to invent those Tech II item blueprints or build their own products.
207,270,270,1,Advanced Hauling Spaceship Technology,This certificate represents a level of competence in handling invention and manufacturing of Tech II hauling ships. This is a good skillset for players wishing to invent those Tech II item blueprints or build their own products.
208,270,270,1,Advanced Tackling Spaceship Technology,This certificate represents a level of competence in handling invention and manufacturing of Tech II tackling ships. This is a good skillset for players wishing to invent those Tech II item blueprints or build their own products.
209,270,270,1,Advanced Resource Harvesting Spaceship Technology,This certificate represents a level of competence in handling invention and manufacturing of Tech II resource harvesting ships. This is a good skillset for players wishing to invent those Tech II item blueprints or build their own products.
211,270,270,1,Weapon Subsystem Technology,This certificate represents a level of competence in handling invention and manufacturing of Tech III weapon subsystems. This is a good skillset for players wishing to invent those Tech III item blueprints or build their own products.
212,270,270,1,Propulsion Subsystem Technology,This certificate represents a level of competence in handling invention and manufacturing of Tech III propulsion subsystems. This is a good skillset for players wishing to invent those Tech III item blueprints or build their own products.
213,270,270,1,Engineering Subsystem Technology,This certificate represents a level of competence in handling invention and manufacturing of Tech III engineering subsystems. This is a good skillset for players wishing to invent those Tech III item blueprints or build their own products.
214,270,270,1,Defensive Subsystem Technology,This certificate represents a level of competence in handling invention and manufacturing of Tech III defensive subsystems. This is a good skillset for players wishing to invent those Tech III item blueprints or build their own products.
215,270,270,1,Electronic Subsystem Technology,This certificate represents a level of competence in handling invention and manufacturing of Tech III electronic subsystems. This is a good skillset for players wishing to invent those Tech III item blueprints or build their own products.
216,270,270,1,Spaceship Hull Subsystem Technology,This certificate represents a level of competence in handling invention and manufacturing of Tech III ship hulls. This is a good skillset for players wishing to invent those Tech III item blueprints or build their own products.
229,255,255,1,Small Disintegrator Turret,This certificate represents a level of competence in handling small disintegrator turrets. The holder has learned that disintegrators are medium range weapons that deal more damage the longer they are active on the same target. They use exotic plasma charge ammunition and deal thermal and explosive damage. This is a good skillset for capsuleers specializing in small Precursor vessels based on Frigate hulls.
230,255,255,1,Medium Disintegrator Turret,This certificate represents a level of competence in handling medium disintegrator turrets. The holder has learned that disintegrators are medium range weapons that deal more damage the longer they are active on the same target. They use exotic plasma charge ammunition and deal thermal and explosive damage. This is a good skillset for capsuleers specializing in medium Precursor vessels based on Cruiser hulls.
231,255,255,1,Large Disintegrator Turret,This certificate represents a level of competence in handling large disintegrator turrets. The holder has learned that disintegrators are medium range weapons that deal more damage the longer they are active on the same target. They use exotic plasma charge ammunition and deal thermal and explosive damage. This is a good skillset for capsuleers specializing in large Precursor vessels based on Battleship hulls.
233,1218,1218,1,Reactions,This certificate represents a level of competence in reactions. The holder is capable of performing reaction processes in structures.
234,1218,1218,1,"Resource harvesting, Core","This certificate represents a level of competence in mining, and gas cloud harvesting. This is a good starting skillset for capsuleers specializing in ORE vessels."
2235,255,255,1,Capital Disintegrator Turret,This certificate represents a level of competence in handling capital disintegrator turrets. The holder has learned that disintegrators are medium range weapons that deal more damage the longer they are active on the same target. They use exotic plasma charge ammunition and deal thermal and explosive damage. This is a good skillset for capsuleers specializing in capital Precursor vessels based on Dreadnought and Titan hulls.
2236,255,255,1,Small Vorton Projector,This certificate represents a level of competence in handling Small Vorton Projectors. The holder has learned how to exploit the arcing behavior of Vorton Projectors to maximize damage and that Vorton Projectors use condenser packs as ammunition. This is a good skillset for capsuleers specializing in small EDENCOM vessels based on Frigate and Destroyer hulls.
2237,255,255,1,Medium Vorton Projectors,This certificate represents a level of competence in handling small Vorton Projectors. The holder has learned how to exploit the arcing behavior of Vorton Projectors to maximize damage and that Vorton Projectors use condenser packs as ammunition. This is a good skillset for capsuleers specializing in small EDENCOM vessels based on Cruiser and Battlecruiser hulls.
2238,255,255,1,Large Vorton Projectors,This certificate represents a level of competence in handling small Vorton Projectors. The holder has learned how to exploit the arcing behavior of Vorton Projectors to maximize damage and that Vorton Projectors use condenser packs as ammunition. This is a good skillset for capsuleers specializing in small EDENCOM vessels based on Battleship hulls.
2267,256,256,1,Breacher Pods,This certificate represents a level of competence in handling breacher pod launchers. The holder has learned how to take advantage of the damage over time effect of breacher pods and their unique ability to bypass ship resistances. This is a good skillset for capsuleers specializing in Deathless vessels.
2268,258,258,1,Expedition Command Bursts,This certificate represents a level of competence in leadership fleet support through Expedition Command Bursts. The holder has learned that Expedition Command Bursts do not work inside a Starbase Forcefield. This is a good skillset for capsuleers specializing in Expedition Command Ships.
2269,1218,1218,1,Gas Cloud Harvesting,This certificate represents a level of competence in gas cloud harvesting. This is a good starting skillset for capsuleers specializing in Expedition Command Ship vessels.
