regionID,constellationID,constellationName,x,y,z,xMin,xMax,yMin,yMax,zMin,zMax,factionID,radius
10000002,20000025,Otsabaira,-8.936585472271891e+16,7.809834968893864e+16,1.2281524315849344e+17,,,,,,,500001,
10000002,20000026,Aulari,-7.0831513081319016e+16,9.289959527872566e+16,9.921411385004432e+16,,,,,,,500001,
10000002,20000027,Etsala,-9.179470434289656e+16,7.953733800139386e+16,1.360239213681171e+17,,,,,,,500001,
10000002,20000028,Mivora,-4.919500463095301e+16,3.5154556396755124e+16,8.062703110404978e+16,,,,,,,500001,
10000002,20000029,Orpana,-9.776626790230091e+16,7.148116632368027e+16,1.4445260316175862e+17,,,,,,,500001,
10000003,20000030,U29-0S,-6.651313559234448e+16,1.063325961132353e+17,1.659876958899808e+17,,,,,,,,
10000003,20000031,BUG6-X,-9.537177099347416e+16,6.862125741559379e+16,1.9806677199508928e+17,,,,,,,,
10000003,20000032,OSJ7-I,-5.008259865005547e+16,8.736246129505994e+16,1.5878705271773786e+17,,,,,,,,
10000003,20000033,DMXN-3,-9.923376026076944e+16,1.3125471789740226e+17,2.0977075068533917e+17,,,,,,,,
10000003,20000034,I89-EP,-7.730744609903965e+16,9.94297711585087e+16,1.9182769575387853e+17,,,,,,,,
10000003,20000035,Z-DO53,-9.597904777088285e+16,9.110424339576205e+16,1.8798906441757056e+17,,,,,,,,
10000003,20000036,YUT3-U,-9.695956221422798e+16,1.1597696532354387e+17,1.7817170029235472e+17,,,,,,,,
10000003,20000037,5YHF-H,-6.946072991374507e+16,1.0727772880878442e+17,2.118618335886068e+17,,,,,,,,
10000003,20000038,UK-MI6,-5.245840737493596e+16,1.1674402460221827e+17,1.6193990255840835e+17,,,,,,,,
10000003,20000039,YDS0-Y,-3.761108018830502e+16,1.0456734021453142e+17,1.438897984136382e+17,,,,,,,,
10000003,20000040,A3-T8B,-1.5599951390511778e+16,5.820417040751427e+16,1.4609491951788573e+17,,,,,,,,
10000003,20000041,DILJ-7,-5.555738867693714e+16,1.0399152760449629e+17,1.7523533249141254e+17,,,,,,,,
10000003,20000042,0-8MWQ,-1.9710488872023716e+16,8.473804130452e+16,1.679617169358812e+17,,,,,,,,
10000003,20000043,F-V9QW,-5.465547459085456e+16,1.2310867650782578e+17,2.1887959335751645e+17,,,,,,,,
10000003,20000044,E-8CSQ,-1514667562461478.0,8.165296036273144e+16,1.7543590906755082e+17,,,,,,,,
10000003,20000045,9KX-M0,1.109511358509361e+16,9.054197088521344e+16,1.6070549292338848e+17,,,,,,,,
10000003,20000046,88G-M4,7984492458176916.0,6.8914220532039656e+16,1.68077197075229e+17,,,,,,,,
10000004,20000047,L5-H1O,1.1234518119573808e+17,5.824925440550593e+16,2.079237452857295e+17,,,,,,,,
10000004,20000048,J-4QD7,8.223505728177928e+16,6.8763943720376264e+16,1.934689527268472e+17,,,,,,,,
10000004,20000049,LC-AQD,9.536556183012189e+16,3.769139911329519e+16,1.9100774777431942e+17,,,,,,,,
10000004,20000050,7PUP-K,7.434996419979651e+16,5.798032852996115e+16,2.3770766006095587e+17,,,,,,,,
10000004,20000051,V8UW-M,9.885052834311078e+16,7.955961935135302e+16,2.5863805825873875e+17,,,,,,,,
10000004,20000052,T7B-VB,9.325837482894126e+16,5.531347578661819e+16,2.298557536329773e+17,,,,,,,,
10000004,20000053,B-PHYN,8.727422741397282e+16,5.216433042947646e+16,2.5977038453944787e+17,,,,,,,,
10000004,20000054,9RW5-Z,8.78856939052698e+16,1.3865039116517132e+16,1.6437732288381302e+17,,,,,,,,
10000004,20000055,VL-OGL,9.391390136682714e+16,7.666155798025154e+16,2.956919101750062e+17,,,,,,,,
10000004,20000056,VW-JMB,7.905546169055165e+16,5.615093925286157e+16,3.073294861292947e+17,,,,,,,,
10000004,20000057,HN5-RL,9.919557832027651e+16,8.075555887306211e+16,3.2604581732034624e+17,,,,,,,,
10000004,20000058,RO-AZT,1.01486057028745e+17,9.027563587107845e+16,3.0956490265440115e+17,,,,,,,,
10000004,20000059,KCR-1E,9.803536230212677e+16,9.387941384793123e+16,3.5744670417655744e+17,,,,,,,,
10000004,20000060,FL-TD4,6.73908273200137e+16,8.8820165257849e+16,2.602664849224578e+17,,,,,,,,
10000004,20000061,B-HLOG,1.1074078561298195e+17,9.569515289693997e+16,3.6708350229846266e+17,,,,,,,,
10000004,20000062,0VFS-G,8.19186474385738e+16,8.673334668246784e+16,3.807741778506203e+17,,,,,,,,
10000005,20000063,GJH-1C,9.56164260085368e+16,-3.1515032804269436e+16,-1.6474886480097786e+17,,,,,,,,
10000005,20000064,RFQ-8Y,1.3366048131151469e+17,-1.6228890348590248e+16,-1.9027363927119795e+17,,,,,,,,
10000005,20000065,MZ-PA2,7.749684397392779e+16,-1.5442356701421972e+16,-2.031552034520187e+17,,,,,,,,
10000005,20000066,5F8-PZ,1.248744967427082e+17,-2.9802022457067492e+16,-1.6600540377653075e+17,,,,,,,,
10000005,20000067,PR-ACX,1.0672575223943222e+17,-3.040888360276249e+16,-1.8612866223323248e+17,,,,,,,,
10000005,20000068,5P4-QA,1.461819728710326e+17,-1.845768831486218e+16,-2.1175588054250957e+17,,,,,,,,
10000005,20000069,1RG-GU,6.589576156777015e+16,-2.414094652686306e+16,-2.0586943916879514e+17,,,,,,,,
10000005,20000070,ZPI-2E,1.6863321147046477e+17,-3.475339035194685e+16,-2.2803565215606618e+17,,,,,,,,
10000005,20000071,D-95MV,1.1141200794482627e+17,-1.2062671703106728e+16,-2.0721317127760934e+17,,,,,,,,
10000005,20000072,3R-BJL,2.0899489217955034e+17,-1.2952982418948542e+16,-1.9478726699256573e+17,,,,,,,,
10000005,20000073,T875-C,8.181163133072762e+16,-5.072033204890264e+16,-2.10097452731597e+17,,,,,,,,
10000005,20000074,4SRW-B,6.851962967993765e+16,-1.6788780814371444e+16,-2.275338575878468e+17,,,,,,,,
10000005,20000075,HOV-VI,5.808591780768829e+16,-2.887727647370662e+16,-2.1998704620060832e+17,,,,,,,,
10000005,20000076,NZU8-G,1.3690905820646531e+17,-3.4785060800507776e+16,-2.041369428072276e+17,,,,,,,,
10000006,20000077,0FC-ZX,1.2207275890603162e+17,-1.6779717773981442e+16,-1.576195975802588e+17,,,,,,,,
10000006,20000078,AC-RON,1.3737089783825904e+17,8232432159656806.0,-1.4978326555861408e+17,,,,,,,,
10000006,20000079,RF9-ZU,1.0784287563386251e+17,2812639394662787.0,-1.7670615381493382e+17,,,,,,,,
10000006,20000080,DJ-XCW,1.0474716260287037e+17,-1659717469163312.0,-1.444300176977541e+17,,,,,,,,
10000006,20000081,3GK-WS,9.106430368144672e+16,9684709253246684.0,-1.4971223537809142e+17,,,,,,,,
10000006,20000082,5ZR-29,7.09269752897324e+16,3839812431920331.0,-1.470352178572204e+17,,,,,,,,
10000006,20000083,J-9M7D,5.509428918828966e+16,6470885908622320.0,-1.830265377261289e+17,,,,,,,,
10000006,20000084,R-M719,7.048162598949739e+16,4715897905218532.0,-1.7263101515139923e+17,,,,,,,,
10000006,20000085,5Y1E-3,1.1425523093830342e+17,1.6170487150095264e+16,-1.5652216473763427e+17,,,,,,,,
10000006,20000086,760-9C,9.927712876566435e+16,-1.3043260308608092e+16,-1.6292617372007053e+17,,,,,,,,
10000006,20000087,4-QV2L,8.335422955300923e+16,2.1863163054607492e+16,-1.8058207691571786e+17,,,,,,,,
10000006,20000088,GU-JZ1,8.364759045186624e+16,-6955335166507194.0,-1.4234134047744187e+17,,,,,,,,
10000007,20000089,BVA-YH,2.2053418090366973e+17,7175226271340409.0,-1.0635469955151075e+17,,,,,,,,
10000007,20000090,VS-8P0,1.8395165892823846e+17,9761231144107392.0,-1.2022842035696214e+17,,,,,,,,
10000007,20000091,5HN-S5,2.241148524004756e+17,-1.5582868522270332e+16,-8.525870649768118e+16,,,,,,,,
10000007,20000092,Y-JSM8,2.537792922785068e+17,4640064166336241.0,-9.875053064980784e+16,,,,,,,,
10000007,20000093,VSC-W9,2.8752856712015622e+17,-1.8895670266378332e+16,-7.716457648664909e+16,,,,,,,,
10000007,20000094,FQ-COP,3.055039626708392e+17,-4.213149003112677e+16,-8.826306978744995e+16,,,,,,,,
10000007,20000095,MRC-29,2.8243288918702502e+17,-1.114912100965418e+16,-4.991814594182846e+16,,,,,,,,
10000008,20000096,51ZT-6,4.743428379625227e+16,1.2686193877183776e+16,-1.494229869462701e+17,,,,,,,,
10000008,20000097,4YFT-F,5.165055402154331e+16,6432635259158464.0,-1.2975575990493766e+17,,,,,,,,
10000008,20000098,P-I9PF,3.2507759429734664e+16,3.171501952678639e+16,-1.190412231697242e+17,,,,,,,,
10000008,20000099,ENP-SH,8.117497873673837e+16,1.2154196696489912e+16,-1.3005496948286352e+17,,,,,,,,
10000008,20000100,Y-M7ML,1.8636660874023124e+16,-2.148566035737354e+16,-1.5806561267359693e+17,,,,,,,,
10000008,20000101,QI1M-Q,3.7953812764429816e+16,2.7713965209474852e+16,-1.7242716478644333e+17,,,,,,,,
10000008,20000102,7VJ-7M,4.339744294348943e+16,-1.919095022827345e+16,-1.346128595635794e+17,,,,,,,,
10000008,20000103,02QH-A,8.099437227186333e+16,1768952945564521.0,-1.0399303616896877e+17,,,,,,,,
10000008,20000104,WQZ8-4,8.78368188141796e+16,3.1470637909067624e+16,-1.143928293828755e+17,,,,,,,,
10000008,20000105,DITJ-X,1.0963697440001792e+17,2.3000281848369904e+16,-1.3452218665061357e+17,,,,,,,,
10000008,20000106,YCM-AI,3.184976467594011e+16,-1.982078993914895e+16,-1.351554256761336e+17,,,,,,,,
10000008,20000107,CN5-F2,6.1556023526654824e+16,2.6672791036413164e+16,-1.365639935157089e+17,,,,,,,,
10000009,20000108,IV-LWJ,1.4366954232084867e+17,3.899293087516704e+16,-1.2149132298926387e+17,,,,,,,,
10000009,20000109,U-EUG7,1.546263541370688e+17,-1.1823840271645854e+16,-1.2542343386888371e+17,,,,,,,,
10000009,20000110,E-95ID,1.7307302813001757e+17,-1.3117497770086976e+16,-1.3942850717134675e+17,,,,,,,,
10000009,20000111,8-4EFQ,1.5245388263837382e+17,9151466959745388.0,-1.3395819745311955e+17,,,,,,,,
10000009,20000112,Z-ONUI,1.7402575215308352e+17,1.4799669046587744e+16,-1.4196098507964646e+17,,,,,,,,
10000009,20000113,QA-P7J,1.3066143333064504e+17,3707259230123843.0,-1.3358603756236848e+17,,,,,,,,
10000009,20000114,UR-HG4,1.292997211326959e+17,-1.2172420543761144e+16,-1.418533031786972e+17,,,,,,,,
10000009,20000115,0YMH-Q,1.1519282564319834e+17,3.789365818992549e+16,-1.1094357291618893e+17,,,,,,,,
10000009,20000116,0EA3-8,1.0838164194445606e+17,-3650128614248962.0,-1.3260938177565533e+17,,,,,,,,
10000009,20000117,0-YMZM,1.4935474500375798e+17,-4.121710017920749e+16,-1.5779843472779168e+17,,,,,,,,
10000009,20000118,N5V-Y0,1.3755993890714573e+17,1.7668863664686384e+16,-1.0738350053969552e+17,,,,,,,,
10000009,20000119,N-LY4R,1.354646846818625e+17,3.854081933871067e+16,-1.0130634074034971e+17,,,,,,,,
10000009,20000120,V2S-RH,2.0001202784096854e+17,-9311472488803288.0,-1.6224737385476813e+17,,,,,,,,
10000009,20000121,FD-7Y4,1.898816012296269e+17,-3.3727856372821544e+16,-1.72147892214163e+17,,,,,,,,
10000009,20000122,TL-FDN,1.655956725620005e+17,4.688732253773915e+16,-9.836633130912542e+16,,,,,,,,
10000009,20000123,R-CL2W,1.648430689916013e+17,-3.566602298353717e+16,-1.9241202658284502e+17,,,,,,,,
10000010,20000124,1P-VL2,-1.4894134273160992e+17,8.432195749909786e+16,1.9981435721218352e+17,,,,,,,,
10000010,20000125,X-VN63,-1.6012688570742995e+17,1.0154733486633648e+17,2.2743815260402986e+17,,,,,,,,
10000010,20000126,LLAP-1,-1.3197556156075725e+17,1.0401224103049475e+17,2.169351761900095e+17,,,,,,,,
10000010,20000127,52-JKU,-9.775877129382304e+16,9.72958978022073e+16,2.3101032696371648e+17,,,,,,,,
10000010,20000128,E3-NLE,-1.5005968368134003e+17,1.1875887311943394e+17,2.221869071723461e+17,,,,,,,,
10000010,20000129,GORV-P,-1.8013606182222544e+17,8.517138930830126e+16,2.4870132958879805e+17,,,,,,,,
10000010,20000130,03C-SU,-1.7838451127446525e+17,1.1074029938224576e+17,2.1316071111307757e+17,,,,,,,,
10000010,20000131,W-XBGF,-6.009135067259634e+16,8.174451092586886e+16,2.362993276399116e+17,,,,,,,,
10000011,20000132,730-KH,2.035895699264222e+16,1.1772109108218786e+16,-7.39596881186952e+16,,,,,,,500015,
10000011,20000133,U-3HAO,6.309895648447469e+16,3.1470364839839264e+16,-9.12127534482946e+16,,,,,,,500015,
10000011,20000134,K-DLD2,2.769092921201237e+16,1.3917993823778948e+16,-9.969883321889069e+16,,,,,,,500015,
10000011,20000135,V-LQBF,1.9368033326566456e+16,1.297987098464629e+16,-1.0739386631131845e+17,,,,,,,500015,
10000011,20000136,BB8E-G,4.3468647848808e+16,4.144114360508944e+16,-7.926356062406717e+16,,,,,,,500015,
10000011,20000137,IYOO-M,4.777626229751378e+16,1.2390568141031994e+16,-1.0779398215074539e+17,,,,,,,500015,
10000011,20000138,Q-PVMK,1.5787578166538672e+16,3.7513844019360664e+16,-6.88984732493851e+16,,,,,,,500015,
10000011,20000139,AP-S8F,5.0653104158785304e+16,4.274859652984623e+16,-5.440789891500229e+16,,,,,,,500015,
10000011,20000140,T-W4L3,2.195407515476585e+16,5.180420594071059e+16,-9.049531184028296e+16,,,,,,,500015,
10000011,20000141,V-4QJC,1.73428393300385e+16,-4417019452325856.0,-4.360851311607694e+16,,,,,,,500015,
10000011,20000142,DYK-G8,5.103582845517365e+16,1.555611310686188e+16,-5.977824772398042e+16,,,,,,,500015,
10000011,20000143,L-TEVM,7.964181932554603e+16,3.650222154846107e+16,-6.779745947052219e+16,,,,,,,500015,
10000011,20000144,HRJG-D,6.66069112477683e+16,6.25302746400463e+16,-4.084525425198462e+16,,,,,,,500015,
10000011,20000145,W-3Y6D,1.869032801937264e+16,1.6741284171842644e+16,-1.0708725208535795e+17,,,,,,,500015,
10000011,20000146,I3-2J0,8.92400970939095e+16,2.88193044430651e+16,-3.772443328445323e+16,,,,,,,500015,
10000012,20000147,Tranquility,4.50224210935949e+16,-3.0265859627869812e+16,-1.6712413463803424e+17,,,,,,,500011,
10000012,20000148,Paradise,1.7136466492517012e+16,4157756309089632.0,-1.621731581672805e+17,,,,,,,500011,
10000012,20000149,Elysium,1.8118174121452412e+16,7080315135308137.0,-1.417805662139399e+17,,,,,,,500011,
10000012,20000150,Sound,5625386148395372.0,2.770594817769781e+16,-1.458598026310738e+17,,,,,,,500011,
10000012,20000151,Rapture,2.9762296734230136e+16,-3448459592996983.0,-1.5996031975007757e+17,,,,,,,500011,
10000012,20000152,Hale,-994208949906410.0,-6393436931153366.0,-1.3510538452769674e+17,,,,,,,500011,
10000012,20000153,Heaven,-1.716490247442281e+16,1.7478381521822674e+16,-1.3867451316022426e+17,,,,,,,500011,
10000013,20000154,4R-HUN,1.7663171006578765e+17,7.28798604916362e+16,5.7283889223220344e+16,,,,,,,,
10000013,20000155,XI0-X2,1.608005872904917e+17,7.379465216078322e+16,9.37186474563062e+16,,,,,,,,
10000013,20000156,1M4-FN,1.782282154500106e+17,7.321193066094202e+16,7.631410870347165e+16,,,,,,,,
10000013,20000157,UL8-RD,1.853819809100099e+17,6.2674922349920344e+16,1.2974948085175962e+17,,,,,,,,
10000013,20000158,3TS-12,1.7167710667880534e+17,6.120027112427074e+16,1.1712496794224285e+17,,,,,,,,
10000013,20000159,E6EO-H,1.4652277795807494e+17,6.432831946927969e+16,1.1517997694207603e+17,,,,,,,,
10000013,20000160,PFL-QY,1.8419603806212563e+17,7.672571824415602e+16,4.631136322101482e+16,,,,,,,,
10000013,20000161,7UNX-J,1.5856302257188707e+17,6.880032381045683e+16,6.310646964576136e+16,,,,,,,,
10000013,20000162,D-YKXH,1.7741024645727107e+17,4.330385014933043e+16,1.3657134298750842e+17,,,,,,,,
10000013,20000163,G-HISF,1.9119476571530592e+17,4.322187509477397e+16,5.138743888419299e+16,,,,,,,,
10000013,20000164,GDBW-2,1.5958541576224237e+17,5.037062420980021e+16,1.0906524581879677e+17,,,,,,,,
10000013,20000165,WS5L-X,1.694106884783269e+17,8.466253266258378e+16,1.0739606600292413e+17,,,,,,,,
10000013,20000166,MW49-U,1.981220659191634e+17,8.627890829536064e+16,1.1288401371772118e+17,,,,,,,,
10000013,20000167,PX0-P4,1.670798318158875e+17,9.375186085989512e+16,8.322319339950888e+16,,,,,,,,
10000013,20000168,2747-4,2.0489304087107622e+17,6.74812549084977e+16,8.86734005835395e+16,,,,,,,,
10000014,20000169,UX3-N2,-8.144235531686658e+16,8631923480121213.0,-2.142002604277861e+17,,,,,,,,
10000014,20000170,N-OGI1,-5.038596299703388e+16,68829433970100.0,-2.0600990309807603e+17,,,,,,,,
10000014,20000171,EM-L3K,-5.783971601944194e+16,2.0012243763780616e+16,-1.777922277140123e+17,,,,,,,,
10000014,20000172,ZW-BY5,-7.387798317975653e+16,1.2377178331999202e+16,-1.775586851886559e+17,,,,,,,,
10000014,20000173,JZV-O6,-7.649489541048838e+16,3.989007024414749e+16,-1.7695884616520803e+17,,,,,,,,
10000014,20000174,XR9-LP,-5.292853447421726e+16,2.3288595675585644e+16,-2.208276742256144e+17,,,,,,,,
10000014,20000175,9HXQ-G,-8.14508818813215e+16,1.3207198076090702e+16,-2.45190231620402e+17,,,,,,,,
10000014,20000176,FDR-EQ,-8.869745741324755e+16,2.1485942477310816e+16,-1.489006888966178e+17,,,,,,,,
10000014,20000177,T-1WDH,-6.670608313722577e+16,-1.0643152813927398e+16,-2.6287290631550586e+17,,,,,,,,
10000014,20000178,A-JI5E,-1.0453941679722858e+17,1.872676884668101e+16,-2.389619257764868e+17,,,,,,,,
10000014,20000179,T-HHHT,-1.0523791457120925e+17,4.809875694108229e+16,-1.3912146992784101e+17,,,,,,,,
10000014,20000180,NNLX-K,-1.121841806794066e+17,5.430074560404533e+16,-1.6016848121639213e+17,,,,,,,,
10000014,20000181,6JCS-4,-1.3685761926058696e+17,1.8151569994255376e+16,-2.4403431934704698e+17,,,,,,,,
10000014,20000182,U-JTBT,-1.5112123727036646e+17,3.5578621643625664e+16,-2.6050037321850688e+17,,,,,,,,
10000014,20000183,BRP2-K,-1.7680494130996374e+17,3.799258235879535e+16,-2.568099157678713e+17,,,,,,,,
10000015,20000184,1G-8KY,-1.707017677643992e+17,1.110760508255393e+17,2.548290970123681e+17,,,,,,,500010,
10000015,20000185,ST-0EZ,-1.4992935746171488e+17,1.1505517054774582e+17,2.7614205029970637e+17,,,,,,,500010,
10000015,20000186,48R-PS,-1.6079688680553824e+17,1.1651642336513773e+17,3.069562300713314e+17,,,,,,,500010,
10000015,20000187,N32Z-Z,-1.2328342437657277e+17,1.303559167462336e+17,2.7208706934660346e+17,,,,,,,500010,
10000015,20000188,UTZ-7B,-1.52363555496255e+17,1.0516097776675842e+17,2.9552413034140736e+17,,,,,,,500010,
10000015,20000189,E-I1JW,-1.736146893525013e+17,9.537670660974693e+16,2.920686867813688e+17,,,,,,,500010,
10000015,20000190,W9MQ-1,-1.3878941211003965e+17,1.0444724706696483e+17,3.332954128305319e+17,,,,,,,500010,
10000015,20000191,XHYS-O,-1.5818084268066867e+17,1.0260429450027742e+17,3.599093584244799e+17,,,,,,,500010,
10000015,20000192,Y8-HHZ,-1.1255205521738989e+17,1.134956037987366e+17,3.455025103171007e+17,,,,,,,500010,
10000015,20000193,Y8HB-U,-1.2620700600934595e+17,9.536597641821315e+16,3.317501256875555e+17,,,,,,,500010,
10000015,20000194,XMNF-7,-1.7402524453181322e+17,1.110185284968582e+17,3.484675182520031e+17,,,,,,,500010,
10000015,20000195,L-1T22,-1.336954188906799e+17,1.2632635991558026e+17,3.618220603027604e+17,,,,,,,500010,
10000015,20000196,0HD-6C,-7.227289973343411e+16,1.1587108517843093e+17,3.557203654800804e+17,,,,,,,500010,
10000015,20000197,0KTC-R,-8.24477321626745e+16,9.245443998753717e+16,3.604184951080891e+17,,,,,,,500010,
10000016,20000198,Okunda,-1.734983411075998e+17,1.1911408336132426e+17,1.6985709348374694e+17,,,,,,,500001,
10000016,20000199,Koichi,-1.4871531888534886e+17,8.88750722180518e+16,1.389533148954424e+17,,,,,,,500001,
10000016,20000200,Haurala,-1.646822781449015e+17,6.999084334057488e+16,1.331504470953246e+17,,,,,,,500001,
10000016,20000201,Okela,-1.488809652390401e+17,8.809805233882062e+16,1.2165795147972386e+17,,,,,,,500001,
10000016,20000202,Kaala,-1.51468538437091e+17,7.59061573366212e+16,1.558990266378704e+17,,,,,,,500001,
10000016,20000203,Makiriemi,-1.694579708160889e+17,9.701006377291389e+16,1.481791164295435e+17,,,,,,,500001,
10000016,20000204,Sela,-1.4487633442116714e+17,1.009726794043711e+17,1.4681884616996224e+17,,,,,,,500001,
10000016,20000205,Minnen,-1.8849777440488973e+17,1.0455762555219773e+17,1.6602448003318656e+17,,,,,,,500001,
10000016,20000206,Karnola,-1.7478582290447066e+17,1.0012748058892402e+17,1.1751408164443371e+17,,,,,,,500001,
10000016,20000207,Kainokai,-1.590764556429557e+17,7.565032607619923e+16,1.2942491964243613e+17,,,,,,,500001,
10000016,20000208,Pietanen,-2.0634082060727584e+17,9.287636528070229e+16,1.897287189734872e+17,,,,,,,500001,
10000016,20000209,Asalola,-2.219338101965536e+17,1.1361829249192586e+17,1.851487694419098e+17,,,,,,,500001,
10000016,20000210,Malariya,-2.211338139359222e+17,8.9250054705679e+16,1.8401074897583696e+17,,,,,,,500001,
10000016,20000211,Umamon,-2.3346610993331117e+17,7.255552798872365e+16,1.9387817632010714e+17,,,,,,,500001,
10000016,20000212,Mito,-1.4928986513191622e+17,9.458391698952834e+16,1.6457318373292e+17,,,,,,,500001,
10000017,20000213,1-Z95W,3680066849768598.0,6.602729773295133e+16,2.1719425426749568e+17,,,,,,,500005,
10000017,20000214,OG-DJD,-2343453392391535.0,1.0301115027230875e+17,2.253562215955216e+17,,,,,,,500005,
10000017,20000215,05-1B6,2.430976479239409e+16,8.537732857314646e+16,2.185085002071049e+17,,,,,,,500005,
10000017,20000216,WSC-AL,4.95145098598983e+16,6.658616216229115e+16,1.8660684138147027e+17,,,,,,,500005,
10000017,20000217,BS8-ZQ,1.0405034494453868e+16,8.922947955830424e+16,2.2741411048791248e+17,,,,,,,500005,
10000017,20000218,I4-DK8,3.2062960971932988e+16,6.893962395437545e+16,2.0109058306126022e+17,,,,,,,500005,
10000017,20000219,4I-WP1,1.4013138685635234e+16,5.987491258464232e+16,1.8385697654352608e+17,,,,,,,500005,
10000017,20000220,NSM-6F,3.630201069732102e+16,9.5807417177981e+16,1.8678467800036173e+17,,,,,,,500005,
10000017,20000221,F-8DMX,4.62211004512217e+16,6.459300258582432e+16,2.116418864826103e+17,,,,,,,500005,
10000017,20000222,D-YMGR,-4873854146155956.0,9.980657541783701e+16,2.5928461314416128e+17,,,,,,,500005,
10000017,20000223,2RX9-6,-2.260163056887602e+16,9.006804691906802e+16,2.4173356682724454e+17,,,,,,,500005,
10000017,20000224,3A-CND,-3.099041995912232e+16,8.570806356436306e+16,2.7825062038473782e+17,,,,,,,500005,
10000018,20000225,Z6T6-B,2.151647627335072e+17,4.983571264073091e+16,-2.328346604563784e+16,,,,,,,,
10000018,20000226,OC-TTA,2.0568548902527664e+17,5.750532326725509e+16,1.5805918165613626e+16,,,,,,,,
10000018,20000227,J0-59Y,2.1900950023756973e+17,2.4820025590706644e+16,-2.084552706383928e+16,,,,,,,,
10000018,20000228,3D-ROC,2.0468696874405146e+17,6.620145022607187e+16,4.912798576124076e+16,,,,,,,,
10000018,20000229,4-0VL9,2.0836732526877658e+17,3.923476486411775e+16,4.2664776378874664e+16,,,,,,,,
10000018,20000230,E-UBWI,2.0245618702145894e+17,4.150647754933733e+16,-7557319582355464.0,,,,,,,,
10000018,20000231,E1L-UY,2.3719942826772563e+17,2.0468940248522736e+16,2.2332237757830668e+16,,,,,,,,
10000018,20000232,P-FL48,2.6034109787843696e+17,-2645094100301926.0,4.964030059447962e+16,,,,,,,,
10000018,20000233,OWT3-6,2.5035910999848016e+17,1.204304773797988e+16,-1.551751864282742e+16,,,,,,,,
10000018,20000234,E65-47,2.6345612626305222e+17,2.8407864659112308e+16,7.001819728265746e+16,,,,,,,,
10000018,20000235,MY-HQD,2.231586633111415e+17,3.920494988941419e+16,2.775481959038261e+16,,,,,,,,
10000019,20000236,O-BSIB,3.434232167319512e+16,6.924684521318946e+16,2.3427202844096486e+17,,,,,,,500005,
10000019,20000237,W1-F3U,2.407559049942357e+16,5.666718730257693e+16,2.6192001308529837e+17,,,,,,,500005,
