licenseTypeID,duration,skinID
34743,-1,165
34744,-1,166
34745,-1,167
34746,-1,168
34747,-1,183
34748,-1,170
34749,-1,171
34750,-1,172
34751,-1,173
34752,-1,174
34753,-1,175
34754,-1,176
34755,-1,184
34756,-1,185
34757,-1,179
34758,-1,180
34759,-1,181
34760,-1,182
34779,7,1173
34780,30,1173
34781,90,1173
34782,365,1173
34786,-1,189
34787,-1,190
34788,-1,191
34789,-1,192
34790,-1,193
34791,-1,194
34792,-1,195
34795,-1,196
34796,-1,197
34797,-1,198
34798,-1,199
34799,-1,200
34800,-1,201
34801,-1,202
34802,-1,203
34805,-1,204
34808,-1,205
34809,-1,206
34810,-1,207
34811,-1,208
34812,-1,209
34813,-1,210
34814,-1,211
34815,-1,212
34816,-1,213
34817,-1,214
34818,-1,215
34819,-1,216
34820,-1,217
34821,-1,218
34822,-1,219
34823,-1,220
34885,7,1027
34886,30,1027
34887,90,1027
34888,365,1027
34889,7,193
34890,30,193
34891,90,193
34892,365,193
34893,7,1026
34894,30,1026
34895,90,1026
34896,365,1026
34897,7,1109
34898,30,1109
34899,90,1109
34900,365,1109
34901,7,1108
34902,30,1108
34903,90,1108
34904,365,1108
34905,7,1124
34906,30,1124
34907,90,1124
34908,365,1124
34909,7,1053
34910,30,1053
34911,90,1053
34912,365,1053
34913,7,1029
34914,30,1029
34915,90,1029
34916,365,1029
34917,7,195
34918,30,195
34919,90,195
34920,365,195
34921,7,1089
34922,30,1089
34923,90,1089
34924,365,1089
34925,7,1025
34926,30,1025
34927,90,1025
34928,365,1025
34929,7,194
34930,30,194
34931,90,194
34932,365,194
34933,7,1092
34934,30,1092
34935,90,1092
34936,365,1092
34937,7,1032
34938,30,1032
34939,90,1032
34940,365,1032
34941,7,1018
34942,30,1018
34943,90,1018
34944,365,1018
34945,7,1111
34946,30,1111
34947,90,1111
34948,365,1111
34949,7,1110
34950,30,1110
34951,90,1110
34952,365,1110
34953,7,1031
34954,30,1031
34955,90,1031
34956,365,1031
34957,7,196
34958,30,196
34959,90,196
34960,365,196
34961,7,1030
34962,30,1030
34963,90,1030
34964,365,1030
34965,7,1165
34966,30,1165
34967,90,1165
34968,365,1165
34969,7,1164
34970,30,1164
34971,90,1164
34972,365,1164
34973,7,1019
34974,30,1019
34975,90,1019
34976,365,1019
34977,7,1016
34978,30,1016
34979,90,1016
34980,365,1016
34981,7,1038
34982,30,1038
34983,90,1038
34984,365,1038
34985,7,1041
34986,30,1041
34987,90,1041
34988,365,1041
34989,7,1115
34990,30,1115
34991,90,1115
34992,365,1115
34993,7,1080
34994,30,1080
34995,90,1080
34996,365,1080
34997,7,1101
34998,30,1101
34999,90,1101
35000,365,1101
35001,7,17
35002,30,17
35003,90,17
35004,365,17
35005,7,1100
35006,30,19
35007,90,1100
35008,365,1100
35009,7,1014
35010,30,1014
35011,90,1014
35012,365,1014
35013,7,1015
35014,30,1015
35015,90,1015
35016,365,1015
35017,7,1052
35018,30,1052
35019,90,1052
35020,365,1052
35021,7,1051
35022,30,1051
35023,90,1051
35024,365,1051
35025,7,1050
35026,30,1050
35027,90,1050
35028,365,1050
35029,7,1057
35030,30,1057
35031,90,1057
35032,365,1057
35033,7,1056
35034,30,1056
35035,90,1056
35036,365,1056
35037,7,1055
35038,30,136
35039,90,1055
35040,365,1055
35041,7,1151
35042,30,1151
35043,90,1151
35044,365,1151
35045,7,1150
35046,30,1150
35047,90,1150
35048,365,1150
35049,7,1034
35050,30,1034
35051,90,1034
35052,365,1034
35053,7,1107
35054,30,1107
35055,90,1107
35056,365,1107
35057,7,1118
35058,30,1118
35059,90,1118
35060,365,1118
35061,7,1119
35062,30,124
35063,90,1119
35064,365,1119
35065,7,1120
35066,30,1120
35067,90,1120
35068,365,1120
35069,7,1047
35070,30,1047
35071,90,1047
35072,365,1047
35073,7,1123
35074,30,128
35075,90,1123
35076,365,1123
35077,7,1048
35078,30,1048
35079,90,1048
35080,365,1048
35081,7,1045
35082,30,1045
35083,90,1045
35084,365,1045
35085,7,1063
35086,30,1063
35087,90,1063
35088,365,1063
35089,7,1066
35090,30,28
35091,90,1066
35092,365,1066
35093,7,1170
35094,30,1170
35095,90,1170
35096,365,1170
35097,7,1065
35098,30,1065
35099,90,1065
35100,365,1065
35101,7,1114
35102,30,1114
35103,90,1114
35104,365,1114
35105,7,201
35106,30,201
35107,90,201
35108,365,201
35109,7,1121
35110,30,1121
35111,90,1121
35112,365,1121
35113,7,1122
35114,30,1122
35115,90,1122
35116,365,1122
35117,7,192
35118,30,192
35119,90,192
35120,365,192
35121,7,189
35122,30,189
35123,90,189
35124,365,189
35125,7,1040
35126,30,1040
35127,90,1040
35128,365,1040
35129,7,1033
35130,30,1033
35131,90,1033
35132,365,1033
35133,7,1046
35134,30,1046
35135,90,1046
35136,365,1046
35137,7,1044
35138,30,1044
35139,90,1044
35140,365,1044
35141,7,1145
35142,30,1145
35143,90,1145
35144,365,1145
35145,7,1039
35146,30,1039
35147,90,1039
35148,365,1039
35149,7,1098
35150,30,14
35151,90,1098
35152,365,1098
35153,7,1097
35154,30,1097
35155,90,1097
35156,365,1097
35157,7,191
35158,30,191
35159,90,191
35160,365,191
35161,7,210
35162,30,210
35163,90,210
35164,365,210
35165,7,1179
35166,30,1179
35167,90,1179
35168,365,1179
35169,7,212
35170,30,212
35171,90,212
35172,365,212
35173,7,1167
35174,30,1167
35175,90,1167
35176,365,1167
35177,7,1168
35178,30,1168
35179,90,1168
35180,365,1168
35181,7,1072
35182,30,1072
35183,90,1072
35184,365,1072
35185,7,1161
35186,30,1161
35187,90,1161
35188,365,1161
35189,7,1087
35190,30,1087
35191,90,1087
35192,365,1087
35193,7,1067
35194,30,1067
35195,90,1067
35196,365,1067
35197,7,1125
35198,30,1125
35199,90,1125
35200,365,1125
35201,7,1126
35202,30,1126
35203,90,1126
35204,365,1126
35205,7,1139
35206,30,1139
35207,90,1139
35208,365,1139
35209,7,1140
35210,30,1140
35211,90,1140
35212,365,1140
35213,7,1141
35214,30,1141
35215,90,1141
35216,365,1141
35217,7,1142
35218,30,1142
35219,90,1142
35220,365,1142
35221,7,1068
35222,30,1068
35223,90,1068
35224,365,1068
35225,7,1042
35226,30,1042
35227,90,1042
35228,365,1042
35229,7,190
35230,30,190
35231,90,190
35232,365,190
35233,7,1090
35234,30,1090
35235,90,1090
35236,365,1090
35237,7,1091
35238,30,1091
35239,90,1091
35240,365,1091
35241,7,1160
35242,30,1160
35243,90,1160
35244,365,1160
35245,7,213
35246,30,213
35247,90,213
35248,365,213
35249,7,1178
35250,30,1178
35251,90,1178
35252,365,1178
35253,7,215
35254,30,215
35255,90,215
35256,365,215
35257,7,219
35258,30,219
35259,90,219
35260,365,219
35261,7,1088
35262,30,1088
35263,90,1088
35264,365,1088
35265,7,1129
35266,30,1129
35267,90,1129
35268,365,1129
35269,7,1130
35270,30,1130
35271,90,1130
35272,365,1130
35273,7,1043
35274,30,1043
35275,90,1043
35276,365,1043
35277,7,1049
35278,30,1049
35279,90,1049
35280,365,1049
35281,7,1077
35282,30,1077
35283,90,1077
35284,365,1077
35285,7,1017
35286,30,1017
35287,90,1017
35288,365,1017
35289,7,1022
35290,30,1022
35291,90,1022
35292,365,1022
35293,7,1078
35294,30,1078
35295,90,1078
35296,365,1078
35297,7,1135
35298,30,1135
35299,90,1135
35300,365,1135
35301,7,1136
35302,30,1136
35303,90,1136
35304,365,1136
35305,7,1127
35306,30,1127
35307,90,1127
35308,365,1127
35309,7,1128
35310,30,1128
35311,90,1128
35312,365,1128
35313,7,203
35314,30,203
35315,90,203
35316,365,203
35317,7,202
35318,30,202
35319,90,202
35320,365,202
35321,7,1163
35322,30,1163
35323,90,1163
35324,365,1163
35325,7,1162
35326,30,1162
35327,90,1162
35328,365,1162
35329,7,1149
35330,30,1149
35331,90,1149
35332,365,1149
35333,7,1073
35334,30,1073
35335,90,1073
35336,365,1073
35337,7,1074
35338,30,1074
35339,90,1074
35340,365,1074
35341,7,1064
35342,30,1064
35343,90,1064
35344,365,1064
35345,7,1060
35346,30,1060
35347,90,1060
35348,365,1060
35349,7,1099
35350,30,1099
35351,90,1099
35352,365,1099
35353,7,1154
35354,30,1154
35355,90,1154
35356,365,1154
35357,7,1137
35358,30,1137
35359,90,1137
35360,365,1137
35361,7,1166
35362,30,1166
35363,90,1166
35364,365,1166
35365,7,1113
35366,30,1113
35367,90,1113
35368,365,1113
35369,7,1112
35370,30,1112
35371,90,1112
35372,365,1112
35373,7,1037
35374,30,1037
35375,90,1037
35376,365,1037
35377,7,1036
35378,30,1036
35379,90,1036
35380,365,1036
35381,7,1023
35382,30,1023
35383,90,1023
35384,365,1023
35385,7,1020
35386,30,1020
35387,90,1020
35388,365,1020
35389,7,1021
35390,30,1021
35391,90,1021
35392,365,1021
35393,7,1143
35394,30,1143
35395,90,1143
35396,365,1143
35397,7,1094
35398,30,1094
35399,90,1094
35400,365,1094
35401,7,1132
35402,30,1132
35403,90,1132
35404,365,1132
35405,7,1148
35406,30,1148
35407,90,1148
35408,365,1148
35409,7,1180
35410,30,1180
35411,90,1180
35412,365,1180
35413,7,208
35414,30,208
35415,90,208
35416,365,208
35417,7,209
35418,30,209
35419,90,209
35420,365,209
35421,7,1075
35422,30,1075
35423,90,1075
35424,365,1075
35425,7,1076
35426,30,1076
35427,90,1076
35428,365,1076
35429,7,1086
35430,30,1086
35431,90,1086
35432,365,1086
35433,7,1093
35434,30,11
35435,90,1093
35436,365,1093
35437,7,1096
35438,30,1096
35439,90,1096
35440,365,1096
35441,7,1095
35442,30,1095
35443,90,1095
35444,365,1095
35445,7,1155
35446,30,1155
35447,90,1155
35448,365,1155
35449,7,1035
35450,30,1035
35451,90,1035
35452,365,1035
35453,7,1157
35454,30,1157
35455,90,1157
35456,365,1157
35457,7,1156
35458,30,1156
35459,90,1156
35460,365,1156
35461,7,220
35462,30,220
35463,90,220
35464,365,220
35465,7,198
35466,30,198
35467,90,198
35468,365,198
35469,7,199
35470,30,199
35471,90,199
35472,365,199
35473,7,200
35474,30,200
35475,90,200
35476,365,200
35477,7,197
35478,30,197
35479,90,197
35480,365,197
35481,7,1024
35482,30,1024
35483,90,1024
35484,365,1024
35485,7,1070
35486,30,1070
35487,90,1070
35488,365,1070
35489,7,1071
35490,30,1071
35491,90,1071
35492,365,1071
35493,7,1084
35494,30,1084
35495,90,1084
35496,365,1084
35497,7,1083
35498,30,1083
35499,90,1083
35500,365,1083
35501,7,1171
35502,30,1171
35503,90,1171
35504,365,1171
35505,7,1172
35506,30,1172
35507,90,1172
35508,365,1172
35509,7,1133
35510,30,1133
35511,90,1133
35512,365,1133
35513,7,1169
35514,30,1169
35515,90,1169
35516,365,1169
35517,7,1079
35518,30,1079
35519,90,1079
35520,365,1079
35521,7,1085
35522,30,1085
35523,90,1085
35524,365,1085
35525,7,1082
35526,30,1082
35527,90,1082
35528,365,1082
35529,7,1116
35530,30,1116
35531,90,1116
35532,365,1116
35533,7,1117
35534,30,1117
35535,90,1117
35536,365,1117
35537,7,1061
35538,30,1061
35539,90,1061
35540,365,1061
35541,7,1062
35542,30,1062
35543,90,1062
35544,365,1062
35545,7,1054
35546,30,1054
35547,90,1054
35548,365,1054
35549,7,1069
35550,30,1069
35551,90,1069
35552,365,1069
35553,7,204
35554,30,204
35555,90,204
35556,365,204
35557,7,1102
35558,30,1102
35559,90,1102
35560,365,1102
35561,7,1103
35562,30,1103
35563,90,1103
35564,365,1103
35565,7,1105
35566,30,1105
35567,90,1105
35568,365,1105
35569,7,1104
35570,30,1104
35571,90,1104
35572,365,1104
35573,7,1144
35574,30,1144
35575,90,1144
35576,365,1144
35577,7,1147
35578,30,1147
35579,90,1147
35580,365,1147
35581,7,1059
35582,30,1059
35583,90,1059
35584,365,1059
35585,7,1058
35586,30,139
35587,90,1058
35588,365,1058
35589,7,1159
35590,30,1159
35591,90,1159
35592,365,1159
35593,7,1158
35594,30,1158
35595,90,1158
35596,365,1158
35597,7,1028
35598,30,1028
35599,90,1028
35600,365,1028
35601,7,1138
35602,30,1138
35603,90,1138
35604,365,1138
35605,7,1134
35606,30,1134
35607,90,1134
35608,365,1134
35609,7,1131
35610,30,1131
35611,90,1131
35612,365,1131
35613,7,216
35614,30,216
35615,90,216
35616,365,216
35617,7,217
35618,30,217
35619,90,217
35620,365,217
35621,7,218
35622,30,218
35623,90,218
35624,365,218
35625,7,1146
35626,30,1146
35627,90,1146
35628,365,1146
35629,7,1174
35630,30,1174
35631,90,1174
35632,365,1174
35633,7,1152
35634,30,1152
35635,90,1152
35636,365,1152
35637,7,1081
35638,30,1081
35639,90,1081
35640,365,1081
35641,7,1106
35642,30,1106
35643,90,1106
35644,365,1106
35690,-1,1181
35691,7,1182
35692,30,1182
35693,90,1182
35694,365,1182
35695,-1,1183
35696,7,1184
35697,30,1184
35698,90,1184
35699,365,1184
35700,-1,1185
35701,7,1186
35702,30,1186
35703,90,1186
35704,365,1186
35705,-1,1175
35706,7,1177
35707,30,1177
35708,90,1177
35709,365,1177
36274,-1,1606
36275,-1,1607
36276,-1,1608
36277,-1,1609
36278,-1,1610
36279,-1,1611
36280,-1,1612
36281,-1,1613
36282,-1,1614
36283,-1,1615
36284,-1,1616
36285,-1,1617
36286,-1,1618
36287,-1,1619
36288,-1,1620
36289,-1,1621
36290,-1,1622
36291,-1,1623
36292,-1,1624
36293,-1,1625
36294,-1,1626
36295,-1,1627
36296,-1,1628
36297,-1,1629
36298,-1,1630
36299,-1,1631
36300,-1,1632
36301,-1,1633
36302,-1,1634
36303,-1,1635
36304,-1,1636
36305,-1,1637
36306,-1,1638
36307,-1,1639
36308,-1,1640
36309,-1,1641
36310,-1,1642
36311,-1,1643
36312,-1,1644
36313,-1,1645
36314,-1,1646
36315,-1,1647
36316,-1,1648
36317,-1,1649
36318,-1,1650
36319,-1,1651
36320,-1,1652
36321,-1,1653
36322,-1,1654
36323,-1,1655
36324,-1,1656
36325,-1,1657
36326,-1,1658
36327,-1,1659
36328,-1,1660
36329,-1,1661
36330,-1,1662
36331,-1,1663
36332,-1,1664
36333,-1,1665
36334,-1,1666
36335,-1,1667
36336,-1,1668
36337,-1,1669
36338,-1,1670
36339,-1,1671
36340,-1,1672
36341,-1,1673
36342,-1,1674
36343,-1,1675
36344,-1,1676
36345,-1,1677
36346,-1,1678
36347,-1,1679
36348,-1,1680
36349,-1,1681
36350,-1,1682
36351,-1,1683
36352,-1,1684
36353,-1,1685
36354,-1,1686
36355,-1,1687
36356,-1,1688
36357,-1,1689
36358,-1,1690
36359,-1,1691
36360,-1,1692
36361,-1,1693
36362,-1,1694
36363,-1,1695
36364,-1,1696
36365,-1,1697
36366,-1,1698
36367,-1,1699
36368,-1,1700
36369,-1,1701
36370,-1,1702
36371,-1,1703
36372,-1,1704
36373,-1,1705
36374,-1,1706
36375,-1,1707
36376,-1,1708
36377,-1,1709
36378,-1,1710
36379,-1,1711
36380,-1,1712
36381,-1,1713
36382,-1,1714
36383,-1,1715
36384,-1,1716
36385,-1,1717
36386,-1,1718
36387,-1,1719
36388,-1,1720
36389,-1,1721
36390,-1,1722
36391,-1,1723
36392,-1,1724
36393,-1,1725
36394,-1,1726
36395,-1,1727
36396,-1,1728
36397,-1,1729
36398,-1,1730
36399,-1,1731
36400,-1,1732
36401,-1,1733
36402,-1,1734
36403,-1,1735
36404,-1,1736
36405,-1,1737
36406,-1,1738
36407,-1,1739
36408,-1,1740
36409,-1,1741
36410,-1,1742
36411,-1,1743
36412,-1,1744
36413,-1,1745
36414,-1,1746
36415,-1,1747
36416,-1,1748
36417,-1,1749
36418,-1,1750
36419,-1,1751
36420,-1,1752
36421,-1,1753
36422,-1,1754
36423,-1,1755
36424,-1,1756
36425,-1,1757
36426,-1,1758
36427,-1,1759
36428,-1,1760
36429,-1,1761
36430,-1,1762
36431,-1,1763
36432,-1,1764
36433,-1,1765
36434,-1,1766
36435,-1,1767
36436,-1,1768
36437,-1,1769
36438,-1,1770
36439,-1,1771
36440,-1,1772
36441,-1,1773
36442,-1,1774
36443,-1,1775
36444,-1,1776
36445,-1,1777
36446,-1,1778
36447,-1,1779
36448,-1,1780
36449,-1,1781
36450,-1,1782
36451,-1,1783
36452,-1,1784
36453,-1,1785
36454,-1,1786
36455,-1,1787
36456,-1,1788
36457,-1,1789
36458,-1,1790
36517,-1,1794
36518,-1,1795
36519,-1,1796
36520,-1,1797
36522,-1,1798
36633,-1,1918
36634,-1,1919
36635,-1,1920
36636,-1,1921
36637,-1,1922
36638,-1,1923
36639,-1,1924
36640,-1,1925
36641,-1,1926
36642,-1,1927
36643,-1,1928
36644,-1,1929
36645,-1,1930
36646,-1,1931
36647,-1,1932
36648,-1,1933
36649,-1,1934
36650,-1,1935
36651,-1,1936
36652,-1,1937
36653,-1,1938
36654,-1,1939
36655,-1,1940
36656,-1,1941
36657,-1,1942
36658,-1,1943
36659,-1,1944
36660,-1,1945
36661,-1,1946
36662,-1,1947
36663,-1,1948
36664,-1,1949
36665,-1,1950
36666,-1,1951
36667,-1,1952
36668,-1,1953
36669,-1,1954
36670,-1,1955
36671,-1,1956
36672,-1,1957
36673,-1,1958
36674,-1,1959
36675,-1,1960
36676,-1,1961
36677,-1,1962
36678,-1,1963
36705,-1,1982
36706,-1,1983
36707,-1,1984
36708,-1,1985
36709,-1,1986
36710,-1,1987
36711,-1,1988
36712,-1,1989
36713,-1,1990
36714,-1,1991
36715,-1,1992
36716,-1,1993
36717,-1,1994
36718,-1,1995
36719,-1,1996
36720,-1,1997
36721,-1,1998
36722,-1,1999
36723,-1,2000
36724,-1,2001
36725,-1,2002
36726,-1,2003
36727,-1,2004
36728,-1,2005
36729,-1,2006
36730,-1,2007
36731,-1,2008
36732,-1,2009
36733,-1,2010
36734,-1,2011
36735,-1,2012
36736,-1,2013
36737,-1,2014
36738,-1,2015
36739,-1,2016
36740,-1,2017
36741,-1,2018
36742,-1,2019
36743,-1,2020
36744,-1,2021
36745,-1,2022
36746,-1,2023
36747,-1,2024
36748,-1,2025
36749,-1,2026
36750,-1,2027
36751,-1,2028
36752,-1,2029
36753,-1,2030
36754,-1,2031
36755,-1,2032
36756,-1,2033
36757,-1,2034
36758,-1,2035
36759,-1,2036
36760,-1,2037
36761,-1,2038
36762,-1,2039
36763,-1,2040
36764,-1,2041
36765,-1,2042
36766,-1,2043
36767,-1,2044
36768,-1,2045
36769,-1,2046
36770,-1,2047
36771,-1,2048
36772,-1,2049
36773,-1,2050
36774,-1,2051
36775,-1,2052
36776,-1,2053
36777,-1,2054
36778,-1,2055
36779,-1,2056
36780,-1,2057
36781,-1,2058
36782,-1,2059
36783,-1,2060
36784,-1,2061
36785,-1,2062
36786,-1,2063
36787,-1,2064
36788,-1,2065
36789,-1,2066
36790,-1,2067
36791,-1,2068
36792,-1,2069
36793,-1,2070
36794,-1,2071
36795,-1,2072
36796,-1,2073
36797,-1,2074
36798,-1,2075
36799,-1,2076
36800,-1,2077
36801,-1,2078
36802,-1,2079
36803,-1,2080
36804,-1,2081
36805,-1,2082
36806,-1,2083
36807,-1,2084
36808,-1,2085
36809,-1,2086
36810,-1,2087
36811,-1,2088
36812,-1,2089
36813,-1,2090
36814,-1,2091
36815,-1,2092
36816,-1,2093
36817,-1,2094
36818,-1,2095
36819,-1,2096
36820,-1,2097
36821,-1,2098
36822,-1,2099
36823,-1,2100
36824,-1,2101
36825,-1,2102
36826,-1,2103
36827,-1,2104
36828,-1,2105
36829,-1,2106
36830,-1,2107
36831,-1,2108
36832,-1,2109
36833,-1,2110
36834,-1,2111
36835,-1,2112
36836,-1,2113
36837,-1,2114
36838,-1,2115
36839,-1,2116
36840,-1,2117
36841,-1,2118
36842,-1,2119
36843,-1,2120
36844,-1,2121
36854,-1,2131
36886,7,2173
36887,30,2173
36888,90,2173
36889,365,2173
36890,7,2174
36891,30,2174
36892,90,2174
36893,365,2174
36894,7,2175
36895,30,2175
36896,90,2175
36897,365,2175
36898,7,2176
36899,30,2176
36900,90,2176
36901,365,2176
36913,-1,2180
36914,-1,2181
36915,-1,2182
36916,-1,2183
36951,-1,1161
36982,-1,1049
36983,-1,1077
36984,-1,1157
36985,-1,1156
36986,-1,1163
36987,-1,1162
36988,-1,1139
36989,-1,1141
36990,-1,1142
36991,-1,1134
36992,-1,1084
36993,-1,1083
36994,-1,1086
37055,-1,2184
37056,-1,2185
37057,-1,2186
37089,-1,1047
37090,-1,1052
37091,-1,1051
37092,-1,1050
37093,-1,1057
37094,-1,1056
37095,-1,1059
37096,-1,1023
37097,-1,1021
37098,-1,1014
37099,-1,1015
37100,-1,1144
37101,-1,1147
37102,-1,1152
37103,-1,1116
37104,-1,1117
37105,-1,1027
37106,-1,1026
37107,-1,1089
37108,-1,1092
37109,-1,1171
37110,-1,1172
37111,-1,1169
37112,-1,1114
37113,-1,1125
37114,-1,1126
37115,-1,1127
37116,-1,1173
37117,-1,1129
37118,-1,1130
37119,-1,1102
37120,-1,1103
37121,-1,1180
37122,-1,1179
37123,-1,1178
37124,-1,1071
37125,-1,1076
37126,-1,1073
37127,-1,1154
37128,-1,1080
37129,-1,1069
37130,-1,1090
37131,-1,1078
37132,-1,1132
37133,-1,1133
37134,-1,1088
37484,-1,2187
37485,-1,2188
37486,-1,2189
37487,-1,2190
37488,-1,2191
37489,-1,2192
37490,-1,2193
37491,-1,2194
37492,-1,2195
37493,-1,2196
37494,-1,2197
37495,-1,2198
37496,-1,2199
37497,-1,2200
37498,-1,2201
37499,-1,2202
37500,-1,2203
37501,-1,2204
37502,-1,2205
37503,-1,2206
37504,-1,2207
37505,-1,2208
37506,-1,2209
37507,-1,2210
37508,-1,2211
37509,-1,2212
37510,-1,2213
37511,-1,2214
37512,-1,2215
37513,-1,2216
37514,-1,2217
37515,-1,2218
37516,-1,2219
37517,-1,2220
37518,-1,2221
37519,-1,2222
37520,-1,2223
37521,-1,2224
37522,-1,2225
37523,-1,2226
37524,-1,2227
37525,-1,2228
37526,-1,2229
37527,-1,2230
37528,-1,2231
37529,-1,2232
37547,-1,2233
37548,-1,2234
37549,-1,2235
37550,-1,2236
37551,-1,2237
37552,-1,2238
37553,-1,2239
37554,-1,2240
37555,-1,2241
37556,-1,2242
37557,-1,2243
37558,-1,2244
37559,-1,2245
37560,-1,2246
37561,-1,2247
37562,-1,2248
37563,-1,2249
37564,-1,2250
37565,-1,2251
37566,-1,2252
37567,-1,2253
37568,-1,2254
37569,-1,2255
37570,-1,2256
37571,-1,2257
37572,-1,2258
37573,-1,2259
37574,-1,2260
37575,-1,2261
37576,-1,2262
37577,-1,2263
37578,-1,2264
37579,-1,2265
37580,-1,2266
37581,-1,2267
37582,-1,2268
37583,-1,2269
37584,-1,2270
37585,-1,2271
37586,-1,2272
37587,-1,2273
37588,-1,2274
37589,-1,2275
37590,-1,2276
37591,-1,2277
37592,-1,2278
37593,-1,2279
37594,-1,2280
37595,-1,2281
37632,-1,2283
37633,7,2283
37634,30,2283
37635,90,2283
37636,365,2283
37637,-1,2284
37638,7,2284
37639,30,2284
37640,90,2284
37641,365,2284
37642,-1,2285
37643,7,2285
37644,30,2285
37645,90,2285
37646,365,2285
37647,-1,2286
37648,7,2286
37649,30,2286
37650,90,2286
37651,365,2286
37652,-1,2287
37653,7,2287
37654,30,2287
37655,90,2287
37656,365,2287
37657,-1,2288
37658,7,2288
37659,30,2288
37660,90,2288
37661,365,2288
37662,-1,2289
37663,7,2289
37664,30,2289
37665,90,2289
37666,365,2289
37667,-1,2290
37668,7,2290
37669,30,2290
37670,90,2290
37671,365,2290
37672,-1,2291
37673,7,2291
37674,30,2291
37675,90,2291
37676,365,2291
37677,-1,2292
37678,7,2292
37679,30,2292
37680,90,2292
37681,365,2292
37682,-1,2293
37683,7,2293
37684,30,2293
37685,90,2293
37686,365,2293
37687,-1,2294
37688,7,2294
37689,30,2294
37690,90,2294
37691,365,2294
37692,-1,2295
37693,7,2295
37694,30,2295
37695,90,2295
37696,365,2295
37697,-1,2296
37698,7,2296
37699,30,2296
37700,90,2296
37701,365,2296
37702,-1,2297
37703,7,2297
37704,30,2297
37705,90,2297
37706,365,2297
37707,-1,2298
37708,7,2298
37709,30,2298
37710,90,2298
37711,365,2298
37712,-1,2299
37713,7,2299
37714,30,2299
37715,90,2299
37716,365,2299
37717,-1,2300
37718,7,2300
37719,30,2300
37720,90,2300
37721,365,2300
37722,-1,2301
37723,7,2301
37724,30,2301
37725,90,2301
37726,365,2301
37727,-1,2302
37728,7,2302
37729,30,2302
37730,90,2302
37731,365,2302
37732,-1,2303
37733,7,2303
37734,30,2303
37735,90,2303
37736,365,2303
37737,-1,2304
37738,7,2304
37739,30,2304
37740,90,2304
37741,365,2304
37742,-1,2305
37743,7,2305
37744,30,2305
37745,90,2305
37746,365,2305
37747,-1,2306
37748,7,2306
37749,30,2306
37750,90,2306
37751,365,2306
37752,-1,2307
37753,7,2307
37754,30,2307
37755,90,2307
37756,365,2307
37757,-1,2308
37758,7,2308
37759,30,2308
37760,90,2308
37761,365,2308
37762,-1,2309
37763,7,2309
37764,30,2309
37765,90,2309
37766,365,2309
37767,-1,2310
37768,7,2310
37769,30,2310
37770,90,2310
37771,365,2310
37772,-1,2311
37773,7,2311
37774,30,2311
37775,90,2311
37776,365,2311
37777,-1,2312
37778,7,2312
37779,30,2312
37780,90,2312
37781,365,2312
37782,-1,2313
37783,7,2313
37784,30,2313
37785,90,2313
37786,365,2313
37787,-1,2314
37788,7,2314
37789,30,2314
